"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Regulation of FZD by ubiquitination",0.590460491255649,0.582994394911852,0.590109625361379,0,0.588627003561231,0,0,0.671713946441928,0,0.591277494953071,0.594968950467478,0,0.679051538339868,0.592644653296538,0,0.59591122956917,0,0,0,0.602663217437401,0,0,0,0,0.586082665336378,0,0.592382324224444,0.668944304976464,0,0.582238000788766,0.583896680770645,0,0.684400862499209,0.583545183019527,0,0,0.589931058643089,0.685441661173394,0,0.684130225825722,0.602094908225047,0.603296114439285,0.6074614746574,0,0.594161282666027,0,0,0,0.598284758194778,0,0.588193949049486,0,0,0.583063775803935,0.585677008375489,0.586669102420386,0.591418960310815,0.59591122956917,0.666611311442651,0.673100003445372,0.586082665336378,0.69299174464536,0.598701473574026,0.597450474501543,0.684031145319471,0.598284758194778,0.601996034564225,0.585155735949852,0.594445652398391,0,0.591135399881127,0.606553451476657,0.588397063456264,0,0,0.592703144642625,0.595182425629991,0.583599929956873,0.663345735615351,0.683902478653729,0.596911541252436,0,0,0.601260769404991,0,0.590469012472323,0.594484189282273,0.676479111844566,0,0.586227109434563,0.591704051734202,0.663363715876787,0,0.592320973181727,0,0.594830152942776,0,0,0.598749579168181,0,0.58182333049957,0.589280861492642,0.591256740061971,0.692765975996505,0,0.596350119165972,0.583517583743055,0,0,0,0.699522324480147,0,0,0.690281637754395,0.672783613113565,0.590166205434235,0.68488312061637,0.684155589481476,0.590072226801236,0.598082841244416,0,0.585077289782085,0.590072226801236,0,0,0,0.579906942652337,0.586847631787334,0,0.597312802671033,0,0.663363715876787,0.583556650664152,0,0,0.598284758194778,0.583063775803935,0,0,0.586376728070235,0.588285123470681,0.583910811481946,0.672783613113565,0.685520422033862,0.68538863681619,0,0,0,0.59347282699618,0.598284758194778,0.603177689638762,0,0.686149724852129,0.700861167293733,0,0,0.591256740061971,0,0,0.590166205434235,0.59190548362881,0,0.591277080297529,0,0,0.66983525378705,0.59545324399676,0,0.590188187910613,0,0.586094788988247,0.588041806920795,0.585550050312018,0,0,0,0.596057353163343,0,0.663309981617727,0.603702260764411,0.698889601440842,0.692765975996505,0.594484189282273,0,0.592671470606625,0.598755649758727,0.592859245459095,0.663363715876787,0.590439426240961,0.686632882027553,0.598938733407392,0.588525602840493,0,0,0.663327824376225,0.595737282808067,0,0,0,0,0.584552034709783,0.781838953403184,0.68954342252217,0.663363715876787,0,0,0.66634163813987,0.677316998687177,0.597312802671033,0,0,0.588276518739793,0.582858868412692,0.58475441972767,0.601640953118485,0.583996747941387,0.58855904828574,0.591967196331266,0.592382324224444,0.592382324224444,0.592382324224444,0.592382324224444,0.592382324224444,0,0,0.592429145114572,0.662648013731629,0.588041806920795,0.587218127073134,0.671833691840674
"RA biosynthesis pathway",0,0,0.437286797943568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434844884238531,0,0.536517448991625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435563883597508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435641972845424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543457611496366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Signaling by BMP",0.747733482557762,0.759867827029753,0,0,0.834035090923818,0,0,0.834187281457687,0,0,0.759828069482096,0,0.838320676779184,0,0,0.761944605295873,0,0,0.760271980659563,0,0,0,0,0,0.762340737435516,0.775212443971587,0,0.830227382111933,0,0.833202748428155,0,0,0.827755893237723,0,0,0,0.747309543188221,0.828589305315647,0,0.827539182861348,0.760339359466184,0.765853073463354,0.759976995240607,0,0.765136061273909,0,0,0,0.762483178752073,0.760543347856773,0.745918565132717,0.772111475827463,0,0.759923383281766,0.762015910531827,0.834977461795885,0,0.768026470441723,0.829201482296415,0.834306163534264,0,0.837850104586783,0.83156268956411,0.757738963929565,0.829450261643687,0.763845191329411,0.761378788567251,0.830112805985272,0,0.760215328464903,0.8349009790161,0.76390950601614,0.762161950480355,0,0,0.749823318483239,0.833296693878752,0,0.826951584864806,0.827356815945863,0.760740672248508,0.774069751690858,0,0,0,0,0.760801913015144,0.836260824702185,0,0.754301098191187,0,0.826965982430268,0.76142829591303,0,0,0.836444458720534,0,0,0,0,0.832239936945439,0.747082949781763,0,0.83505569450345,0,0,0.750247022736355,0,0.759813143550315,0,0,0,0,0.83306637846378,0.833301680582615,0.747497835295702,0.830132474755733,0.829903118015692,0.757269065683333,0,0,0,0.762506349809561,0,0,0,0,0,0,0.763368817026695,0,0.826965982430268,0.828832349904966,0,0,0.762483178752073,0.764100019684892,0,0,0,0,0.834542239600038,0.833301680582615,0.828652372510111,0.829642957835921,0,0,0.761115095932808,0.758705920608828,0,0.763366717469575,0,0.829757778824779,0,0.760215328464903,0,0,0,0,0.747497835295702,0.761357203677161,0.767060290501676,0,0,0.758785995851983,0.830940802985703,0.758059486586089,0,0.747515437606091,0.837099201383198,0.760318420702758,0,0.830070291737293,0,0,0,0,0,0.826922955107492,0.753360150992549,0,0.83505569450345,0.843008796083838,0,0,0,0.762340737435516,0.826965982430268,0.760403084541823,0.899250282243869,0.758930676580606,0.838237500701639,0.770210889793925,0,0.826937242568463,0,0,0.842183878309302,0,0,0.76611665011047,0.835707049323115,0.834217386703122,0.826965982430268,0,0,0.828985543332227,0.836931756585445,0.759813143550315,0,0,0.838038048393435,0.763935941560128,0,0,0,0.836770151922771,0,0,0,0,0,0,0,0,0,0.826027900063172,0.755643221518089,0.754983665784199,0.836898854262939
"Antimicrobial peptides",0.287125242264861,0.290385898898828,0,0,0.290657083514522,0,0.292489915306853,0.293968599979444,0,0,0,0,0.300998134649689,0,0,0,0,0.296742459367906,0,0.137475799303579,0,0,0,0,0,0.304127568867462,0.289318191180972,0.291315237544405,0,0.126937649118014,0,0,0.366640989751341,0,0.138867060157022,0,0.367634959278621,0.36763809213407,0,0.366381715331916,0.13297958314792,0,0.300406372652079,0.138533575099087,0,0.138533575099087,0,0,0,0,0.36597077949265,0,0,0.290452366943539,0,0,0.288043471507829,0,0.290087840944824,0.295296465564797,0.289553247127731,0.296588531522376,0.289066206532886,0.291819495193801,0.2851717488035,0,0.13683662705148,0.285964423350889,0.296231445553693,0,0.29306016876956,0.137250941490265,0,0,0,0.288258414209426,0.291140786299114,0,0.285951715291449,0.366163529765882,0.291430179477941,0.302760440617199,0,0.302760440617199,0,0,0,0.298533707425212,0,0,0,0.285968940679955,0,0.290729404469318,0,0.293539674773529,0,0,0,0,0.288509343690947,0.365903782663704,0,0.293245271895815,0,0,0,0,0.291687603298048,0,0.296588531522376,0,0,0.126774494755348,0.294993358382264,0.366493105552201,0.28735508351101,0.285713550607818,0,0,0,0,0.207292144347373,0,0,0,0.28742806845488,0.297578382892031,0,0.291687603298048,0,0.285968940679955,0.284432473139858,0,0,0,0.127728755271054,0,0,0,0,0.133293379382161,0.294993358382264,0.367713546343983,0.285402292417528,0,0,0.293245271895815,0,0,0.137968672200661,0,0.286906793624831,0.218987167628707,0,0.140094505349462,0,0,0,0.366493105552201,0.288861369985979,0,0.287907548103218,0,0.290458713719231,0.292168781273812,0.297052016033118,0,0.366514165128965,0,0,0.2116660014387,0,0,0,0,0,0.301773500902342,0.285917462369046,0,0.21709837485986,0.293245271895815,0.138669700694451,0,0,0.298188111137664,0.29471164140868,0.285968940679955,0.292393414485434,0.289031383947945,0.293245271895815,0,0,0,0.285934556027459,0.295296465564797,0,0,0,0,0,0.297871165131198,0.292242312222793,0.285968940679955,0,0,0.289829489450505,0.297969288659451,0.291687603298048,0,0,0.295446261085428,0.127532450593584,0,0.296820982887402,0,0,0.293857043557115,0.289318191180972,0.289318191180972,0.289318191180972,0.289318191180972,0.289318191180972,0,0,0,0.286290936039829,0,0.294432304324278,0.294083318056408
"Purine ribonucleoside monophosphate biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216618641669817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Signaling by Activin",0.598781138767378,0.474596895134416,0,0,0.603874772170452,0,0,0.606678975434027,0,0,0,0,0.615393626328647,0,0,0.36133925421217,0,0,0,0.350790719738065,0,0,0,0,0.605208988667432,0.619906906948466,0.599972140126488,0.604823964139741,0,0.599896989637186,0.343667936057181,0,0.598587816457165,0,0,0,0.338058625150834,0.600025840888031,0,0.598213890012007,0.596857828425448,0.486089891724059,0.359915886415302,0.352316247570178,0,0.352316247570178,0,0,0,0,0.335658539431422,0.495722898177113,0,0.474692755573446,0.604648510800983,0.604077433528744,0.340114391555986,0.36133925421217,0.599658763823774,0.607170659878252,0.60730444683815,0.609034081775012,0.590419114516307,0.602156161442088,0.468242685961476,0.36461865130946,0.349868903352937,0.466968061427269,0,0.475196497140127,0.476482059203218,0.606992873746841,0.479720983512284,0,0,0.340424382647659,0.594834448273031,0.343257928886085,0.471268349690787,0.597899222050269,0.477268615860566,0.617935229959163,0,0,0,0,0.359367577222868,0.611839421045143,0.345509780792448,0.349211926634789,0,0.471293192204387,0.604752837429151,0,0,0.603518774419929,0,0,0,0,0.596264013908475,0.337667645870608,0,0.607607466213161,0,0,0.598604886948224,0,0.474502540635029,0,0,0.344998652338476,0.608333187378205,0.601876500482191,0.606733517673796,0.338383516831516,0.592889410742953,0.602711733905678,0.353271768308848,0,0,0.346370489855738,0.605756498994667,0,0,0,0.341198532179615,0.351893996033988,0,0.601965946503671,0,0.471293192204387,0.46475867764834,0,0,0,0.60103792560844,0,0,0.497037412034912,0,0.602208236475477,0.606733517673796,0.600134661204927,0.591783014046755,0,0,0.476749015558347,0.472592064794267,0,0.600588533716849,0,0.585263593884036,0.614278945092644,0.475196497140127,0,0,0,0,0.338383516831516,0.716156190482775,0.487007248265482,0.339918362361851,0,0.472730231925527,0.599831741947467,0,0,0.338413889024397,0.604648510800983,0.606678975434027,0,0.605591334423322,0,0,0,0,0,0.471218950010177,0.599078634694663,0.611554921769171,0.477914671299142,0.487930220460005,0,0,0.354745025162647,0.606327224501079,0.471293192204387,0.602983869786796,0.600349950586512,0.347616445679997,0.608584284871328,0.489901897449307,0,0.471243602542189,0.350574684131259,0,0,0,0,0.604212421426989,0.610883900306473,0.4772742207129,0.471293192204387,0,0,0.600709536221196,0.612997091380301,0.474502540635029,0,0.619650245763007,0.479353362975202,0.60075481433824,0,0.610222765075992,0,0.482742179285256,0,0.599972140126488,0.599972140126488,0.599972140126488,0.599972140126488,0.599972140126488,0,0,0,0.465467282142974,0,0.498199934963011,0.60430281860235
"NCAM1 interactions",0.842637122986466,0,0,0,0.84168686418379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77881304685425,0,0,0,0,0,0,0.841447548399006,0,0,0,0,0,0.772432969092118,0,0.841706528537384,0,0.840478044998315,0.773185369044149,0,0.839756606440795,0.845523267269591,0,0,0.780083933300699,0,0.780083933300699,0,0,0,0,0.840998625273612,0,0,0,0.776933844351482,0,0.843330006335587,0,0.783489317268251,0,0,0,0.84410174833232,0.846179342661931,0.842194659740619,0,0.778330736130549,0,0.777628488321802,0.841030912937194,0.845339190336896,0,0,0,0,0.841679471510783,0.841732984923179,0,0.841751595428016,0.772072684254394,0.839090519102822,0,0,0.783300611197128,0,0.780398014456631,0,0,0,0.848466136574123,0,0.841764593472861,0,0,0,0.846445750412985,0,0,0,0,0.843681547174624,0.84027347768682,0,0.846223597989215,0,0,0.84129099520247,0,0.840560638021434,0,0,0,0,0.844427654142864,0,0.840648034102613,0.839195219707472,0,0,0,0,0,0,0,0,0,0.836070580334315,0,0,0.846079818823901,0,0.841764593472861,0,0,0,0,0,0,0,0,0,0.775657049433368,0,0.773242305768905,0.901439664034214,0,0,0.841736033646337,0.837253556240582,0,0.848543234949944,0,0.842472284601635,0.83971388580653,0.841030912937194,0.842632742053578,0,0,0,0.840648034102613,0.842915564988991,0,0.843227440375581,0,0.905147337683399,0,0,0,0.840663925373982,0.846292117235111,0,0,0,0,0,0,0,0.853690500540347,0.841725748636735,0,0.840707539173551,0.846223597989215,0,0,0,0,0.848361717020907,0.841764593472861,0.773175380283572,0.843043855221813,0.846223597989215,0,0,0.792604112212474,0.841738647279835,0,0,0,0,0,0,0,0,0.841764593472861,0,0,0.783294368730067,0,0.844303471023801,0,0.850578523187371,0.786718970213197,0,0.784986560847124,0.848140669853263,0.836396476397173,0,0.774279814955878,0.841447548399006,0.841447548399006,0.841447548399006,0.841447548399006,0.841447548399006,0,0,0,0.838392228439837,0,0,0.846111244929964
"Uptake and function of anthrax toxins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SARS-CoV-1 targets host intracellular signalling and regulatory pathways",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323679721141151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347703949868694,0,0,0,0,0,0,0,0.309371597111355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32449931560123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322490008743016,0,0,0,0.294893241442759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329448422530034,0,0,0,0,0.335365646716307,0,0,0,0,0,0,0,0,0,0,0.293625280142371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367603668974716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32801697990857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345956090990872
"Stimuli-sensing channels",0.78111696630337,0.809030496471177,0.776494808709854,0,0.80822901970754,0,0.781150871626937,0.804037990298373,0,0.776858875632914,0.781451425970454,0,0.806325381394052,0.77938925000346,0,0.780407559223065,0,0,0,0,0,0,0,0,0.780565500611142,0,0.779673941645535,0.803702105548573,0,0.781453520097934,0.774558010597822,0,0.802212422052683,0.77655428870799,0,0,0.778795318974854,0.802536876404034,0,0.803244132605149,0.782806406231024,0.778711024569567,0.780979161040102,0.784137741745825,0.779862037883115,0.784137741745825,0,0,0.782485082403778,0,0.780410403641878,0.786062523233777,0,0.809052124988676,0.781674633236746,0.777528126653809,0.781415755553681,0.811830583165639,0.80409066605305,0.807645240598538,0.776623276061425,0.810603956190124,0.782668081109769,0.807383656779044,0.781344044917298,0.781147473396417,0.809242584542027,0.775634275115792,0.777838182584984,0,0.808294570831254,0.783572587083056,0.778066794208794,0.783764473614518,0,0.77989561141968,0.780639144735938,0.774465502704429,0.8036802412681,0.802057057896944,0.779060816785532,0,0,0.779962699480138,0,0.811360603390346,0.779962699480138,0.805523463606652,0,0.778726279952979,0.779096030692791,0.803685846361771,0,0.780578006280577,0,0.810874959777952,0,0,0.781294045408736,0,0.781791816926734,0.778707104250518,0.778958258178908,0.782488808242907,0,0.77844019490192,0.782319976551428,0.864797763004789,0.782125627866282,0,0.783608105595698,0.780777585241397,0,0.810635381736528,0.804371443841999,0.778868622680447,0.802118767270476,0.77667829534528,0.778587332216059,0.785623972703873,0,0.776309864369594,0.778587332216059,0,0,0,0.779760126920077,0.784441893897688,0,0.779471009844266,0,0.803685846361771,0.775135782763721,0,0,0.782485082403778,0.78171094384717,0,0,0.777435312451406,0.7759260459009,0.781124046190792,0.804371443841999,0.802561428994779,0.832436947421961,0,0,0.809516068775228,0.780843627517992,0.781147473396417,0.809676237873922,0,0.779913909757575,0,0,0,0.778958258178908,0,0,0.778868622680447,0.780355030262618,0,0.781371526454604,0,0.808609330468966,0.804312318999753,0.778309797091817,0,0.778875475408348,0.783876981929953,0.777349092517122,0.777954377369345,0.809827186105498,0,0,0,0.780454781808815,0,0.8036690954621,0.779959255494903,0,0.781781539791809,0.784877749317499,0.782841568954997,0.77729342794134,0.778474876142091,0.777343642529128,0.803685846361771,0.781427503075794,0.830956693607249,0.782253162867214,0.782562642505329,0,0,0.803674657691163,0.782329479776614,0,0.78046888789064,0.783806214747113,0,0.776866489954449,0.805307874180761,0.803476261047665,0.803685846361771,0,0,0.802364919338621,0.805784663047781,0.807847941831604,0,0.786377742053559,0.783073336178418,0.781647066849282,0.782613475352603,0.784250666139184,0.78237728182733,0.780755800770398,0.775102440789014,0.779673941645535,0.779673941645535,0.779673941645535,0.779673941645535,0.779673941645535,0,0,0.777217886376682,0.802855163722066,0.777954377369345,0.777697606759118,0.837985811802702
"Metal ion SLC transporters",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673714443661023,0,0,0.660742747607506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656888977473256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651972071519506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655946948186488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664047645339864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663758661600801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662530731032916,0
"Other interleukin signaling",0.526489985911837,0,0,0,0.532139728533646,0,0,0.537437026569475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654296261206772,0,0,0,0,0.655891285283959,0,0.657647217136669,0.534795306368622,0,0.544916180261145,0,0,0,0,0,0,0,0.523016509743526,0,0,0,0,0,0.527958839839256,0,0,0.539561159072408,0.536438700296233,0,0.529594867410552,0,0,0,0,0,0,0,0,0,0,0,0.528388096204712,0,0.660326020078629,0,0.524612742601377,0.65353248791138,0,0,0,0,0,0,0,0,0,0,0,0.524640297353911,0,0,0,0.534563952995349,0,0,0,0,0.528704076599127,0,0,0,0,0,0,0,0.535975148455166,0,0,0,0,0,0.536889351466665,0,0.526857653593599,0.526418699644741,0,0,0,0.53489796215399,0,0,0,0,0,0,0,0.535975148455166,0,0.524640297353911,0,0,0,0,0,0,0,0,0,0,0,0.656011986310875,0.525920792592936,0,0,0.536279948089795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527741408704036,0,0.534009343839343,0.534557929879126,0,0,0,0,0,0,0,0,0,0,0,0,0.524557949596274,0,0,0.536279948089795,0,0,0,0,0,0.524640297353911,0.532730327091025,0.531726102528599,0.536279948089795,0,0,0,0.52458529362554,0,0,0,0,0,0,0,0,0.524640297353911,0,0,0,0.543836765332988,0.533788209066049,0,0,0.539800780866719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540365734915839,0.537620536405593
