"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","PSMB1","TBP","SESN1","SMPD2","MICAL1","ZBTB24","AK9","FIG4","WASF1","CDC40","DDO","SLC22A16","CDK19","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Thromboxane signalling through TP receptor",0.852772366196727,0,0,0,0.777172233447828,0,0.772862674292611,0.677866647666448,0,0,0,0,0,0,0,0,0,0,0,0.780178513659195,0,0,0,0,0,0,0.854950396782381,0,0,0,0,0,0.774889112097714,0.607912793324681,0,0,0.852268611425207,0.775879431329803,0,0.774631601486574,0.77746320188678,0,0.785104882267719,0.697474307460052,0,0,0,0,0,0.850615752825882,0,0,0,0,0,0.853684348852197,0.782852150348427,0,0,0.778091063634831,0.685903177522645,0.854700126351268,0.778326737400014,0.771724214715887,0,0.78129400685011,0,0,0.779558970843741,0.775575580320187,0,0.778777617324272,0,0.855255657192538,0.769953715079231,0,0,0.774414900206997,0.771810147701075,0,0,0,0.768001499066941,0.687782297678068,0,0,0,0,0,0,0,0.771114139968643,0,0,0,0,0.683197948074966,0.771295339278899,0.851999357098058,0,0.689265537853036,0,0.76837970408983,0,0.691332811549252,0,0.680468756174724,0,0,0.769891218278718,0.685418175976419,0.67673254339065,0,0,0.780242594583637,0,0,0.767835262489945,0,0.778195742746723,0,0,0,0,0,0,0,0,0,0.775954372235083,0.771953189973356,0,0,0.692879883541365,0.76939231175332,0,0.773447456265464,0,0,0,0,0,0,0.852492353437386,0.854496683279271,0,0.85354935011585,0,0,0.680929087663961,0.683670793178809,0.85251326974874,0.773325476109336,0,0,0,0,0,0,0.788213027374079,0,0.772862674292611,0.772255064429946,0.784907539768723,0,0,0,0,0.676302177943132,0.768069842983356,0.779742814738837,0,0.786265367633162,0,0,0,0,0,0,0,0,0,0,0,0,0.785792522529321,0.778195742746723,0,0.783656668214773,0.783286658765554,0,0,0.863759975891158,0,0,0,0.854950396782381,0.854950396782381,0.854950396782381,0.854950396782381,0.854950396782381,0,0,0,0.767008031757841,0,0,0.778237106222544
"Interleukin-6 family signaling",0.826146156404288,0.896602381159717,0,0,0.895735454570311,0,0,0.765114335101045,0,0,0.769599422327657,0,0.768349603497459,0,0,0.780084650814591,0,0,0,0.767364654785745,0,0,0,0,0.765852268483833,0.766686454453679,0.759138748508036,0.763165604019138,0,0.828325324055337,0,0,0.821385006187271,0,0,0,0.757891600261416,0.822173746174149,0,0.829624981907747,0.831567612459312,0,0.768306539610559,0.766665145919279,0,0,0,0.772112213906076,0,0.824428521174451,0,0,0.896654959516384,0.758890054995104,0,0.82687250520617,0.77053271975068,0.759719211009521,0.763839400255449,0.760319595952413,0.765071866537664,0.828058119030725,0.83023605872869,0.757385337730622,0.781883362691778,0.761476540252837,0.757567252838925,0.764607354598716,0.831217471346706,0.834440154283952,0,0,0.760312874423479,0.81930187185605,0.769811688990441,0,0.818941361905061,0.821007320014629,0.76433796910177,0.76560501212955,0,0.769135672818503,0.766226508186144,0.836785783422957,0.779003208490462,0.766400162466764,0,0.764730125290575,0,0.813854418445708,0,0,0,0,0,0,0,0.828049257406637,0.823534697336653,0,0.757362446449284,0,0.760998387980963,0,0.76190178987533,0,0.764889821060668,0,0,0.829912842790121,0.763627987909536,0.766817076582394,0.766600013694871,0.775659726878013,0.764940209147305,0,0,0,0,0.83013172800606,0.756355431053845,0,0,0.828951114413053,0,0,0,0.769909029338035,0.763599632745798,0.822233432875903,0.82749176042387,0,0,0.763133955729753,0,0,0.825065009798159,0.765725906483569,0,0,0,0,0,0.758069799639992,0.758777388281057,0,0.826764985430642,0,0.762759342179574,0.765256452184265,0,0.758086458441122,0.763279770506168,0,0,0.772232722680915,0,0,0,0.769436414152213,0.818914266744089,0.830836258319243,0.830653020155437,0.777921766166332,0,0,0.766155139875091,0.818954987740221,0.761571348841584,0.828968447718871,0.831363893860484,0.766471973838039,0,0,0.818927788376516,0,0,0,0,0.764692323135823,0.765876070247812,0.762036806529784,0.813854418445708,0,0,0.830069030007156,0.83013172800606,0,0.77150805090469,0.773217457731224,0.828795831112749,0,0.766337185352087,0,0.75966008538512,0.762729126412662,0.759138748508036,0.759138748508036,0.759138748508036,0.759138748508036,0.759138748508036,0,0,0,0.754399538451114,0.767336948802814,0.773496827714201,0.832458450027198
"Activation of kainate receptors upon glutamate binding",0.885752848023485,0,0,0,0.829533354398412,0,0.826328581805507,0.755689351094989,0,0,0,0,0,0,0,0,0,0,0,0.832341626024677,0,0,0,0,0,0,0.887372524764426,0,0,0,0,0,0.827835527668208,0,0,0,0.885378234419827,0.828571971424731,0,0.827644031758942,0.830759469881243,0,0.763591555268573,0,0,0,0,0,0,0.884149098039915,0,0,0,0,0,0.886431037349629,0.833914226341137,0,0,0,0,0.887186412962833,0.830391892938226,0.826491713450973,0,0.833608220371274,0.754895983583613,0,0.831308234453979,0.828346014812263,0,0.8927422810151,0,0.887599529467444,0.824322397953765,0,0,0.827482883414849,0.825545877994661,0,0,0,0.822713603899084,0.761200146921966,0,0.712261523520386,0.757223612459988,0.758477984734257,0,0,0,0.825028296862807,0,0,0,0,0.759653934203931,0.822221814142973,0.885178005380827,0,0.762633845574225,0,0.823420626414818,0,0,0,0.757624390325392,0,0,0.82411887996563,0,0.759775292571785,0,0,0.831816606319074,0,0,0.822589983267204,0.765330231943478,0.830294479708807,0,0,0,0,0,0,0,0,0,0.828627700688602,0.825652250349076,0,0,0,0.823747871725244,0,0.826763450703212,0,0,0,0,0,0,0.885544618553955,0.887035123989212,0,0.886330646512716,0,0,0.764365603547702,0.760005562056086,0.885560172818082,0.826515698346562,0,0,0,0,0,0,0.837743761195106,0,0.826328581805507,0.825876737112138,0.83847269896886,0,0,0.767962590218652,0,0.76368272062412,0.822764427359752,0.831444948641012,0,0.839482437870011,0,0,0,0,0,0,0,0,0,0,0,0,0.835943770219676,0.830294479708807,0.772274638401626,0.834198414865595,0.831296278758078,0,0.708498772937727,0.893923704749658,0.707962662861551,0,0,0.887372524764426,0.887372524764426,0.887372524764426,0.887372524764426,0.887372524764426,0,0,0.768140936362078,0.821974819097792,0,0,0.831054177133115
"Signaling Pathways",0.848156650191321,0.846355616304126,0.845504332932959,0.845397587059289,0.845214477820498,0,0.847283012100597,0.846549179949792,0.845483071440933,0.843454925807235,0.846767894215262,0.845477730936583,0.845179775733876,0.845332989605171,0.845477730936583,0.845527670224467,0.845483071440933,0.845277855662763,0.845214028901325,0.848025033323719,0.845477730936583,0.845483071440933,0.843385528286163,0.845460362291173,0.845366326001983,0.8474282081073,0.842399046859525,0.845966981595259,0,0.847159489109374,0.845287628241667,0.845169975786638,0.846934866933553,0.845427653937672,0.845464096857441,0.843366936593946,0.847165896366875,0.848073810614216,0,0.846929109658588,0.847063287099359,0.845318201864976,0.847375935242928,0.845013779440028,0.846198657480036,0.843517903821879,0.843456271875725,0.845468405089116,0.845467028050248,0.848109914410403,0.845487014183644,0.845143586643085,0.845240289559562,0.847253072631093,0.845209823407767,0.84788726603652,0.8474282081073,0.845127386852268,0.845373544899499,0.845269607249295,0.846229588278319,0.841934594122072,0.848904587195965,0.844932884154378,0.845252543471214,0.842927455410026,0.847055246941538,0.845198455263708,0.84718245279656,0.845367937466389,0.847108421446066,0.845374928825585,0.845297596393124,0.847106185773719,0.849964816368452,0.845281315438569,0.848222984803531,0.846924264775318,0.845179905196357,0.847254670736485,0,0.845394092605694,0.850119356877506,0.84538137136152,0.845513907719046,0.845354477500055,0.84538547690838,0.845206209827628,0.843472555360728,0.847881890461727,0.845306345259245,0.847260622020534,0,0,0.843733317429166,0.843447652173087,0.84350040167481,0.847081400207748,0.847023091802659,0.843429351846926,0.846992933306282,0.844877135327468,0.848091065046184,0,0.845351225323587,0.845419751852892,0.846267803834348,0.847234254764621,0.845289092304995,0.8526026304097,0.847174528871305,0.85013105384822,0.847901635808331,0.845364816107173,0.846230310400642,0.843513664833346,0,0.847087747669275,0.845474628820221,0.846978333557863,0.848138032165784,0.845444871203938,0.843454122825922,0.845259420056317,0.845431852697537,0.845360912146984,0.845450474054546,0.845356200213169,0.845065807041974,0.847101863242456,0.851545918618883,0,0.84175539797895,0.848025033323719,0.848096182143838,0,0.849037335685704,0.845358218536504,0.848021738231945,0.845491352687357,0.845571192282909,0.843459163036354,0.841523778674112,0.848293365800268,0.847207714878672,0.845383327090775,0.848172049631206,0.843413442256962,0.848136282097552,0.845486423832283,0.843510973275207,0.840092186439101,0.850795813775152,0.847059444982578,0.845367937466389,0.846222231227921,0.845477230877244,0,0.845282593464752,0.845345031224475,0.848138471066279,0.845344146391157,0.848365575143873,0.847397850568493,0.847652504807699,0.843479048558316,0.846455661402167,0.848139614159343,0.845303179525536,0.850764400152286,0.84718656307322,0.847476847994982,0.8474282081073,0.844648825099956,0.848138850636665,0,0.845466786529504,0.845343368911949,0,0.845200199448447,0.847100099231032,0.84724090833305,0.847881890461727,0.845401256221875,0,0.847483103614348,0.847280516281985,0.845274613081659,0.847441473609692,0.84529113302889,0.845255061045476,0.845422218182598,0.847296320467285,0.845406100171869,0.845435343624138,0.845329075932199,0.848336071813772,0.848336071813772,0.848049712149755,0.847219269124105,0.848336071813772,0,0,0.844783991983172,0.846026750948203,0.845320022738713,0.846151870433036,0.842273500729548
"G beta:gamma signalling through BTK",0.842492397340904,0,0,0,0.753906987470425,0,0.748857207129509,0.65732457211231,0.666407847771077,0,0,0.667556439608077,0,0,0.667556439608077,0,0.666407847771077,0,0,0.758331998743194,0.667556439608077,0.666407847771077,0,0,0,0,0.845044532173544,0,0,0,0,0,0.751231711207939,0,0,0,0.841902116328336,0.75239213026922,0,0.750929969898706,0.754247933411743,0,0.646633802454965,0,0,0,0,0,0,0.839965358400074,0,0,0,0,0,0.843561024529668,0.760809954957548,0,0,0,0,0.844751274636652,0.755259792050031,0.747523202749384,0,0.758736727484865,0,0,0.75670367714255,0.752036089013106,0,0.755788116292865,0.653480897537555,0.845402224912534,0.745696050610255,0,0.647994591595584,0.75067604743888,0.747623895809535,0,0,0,0.743161063694834,0.646254878119598,0,0,0,0,0,0.648014638352574,0,0.746808339963154,0,0,0,0,0.643797545348399,0.742633600641147,0.841586614171626,0,0.63406462063291,0,0.744522576681511,0,0,0,0.640599580287925,0,0,0.745375366035697,0,0.649627819296352,0,0,0.75750472188935,0,0,0.742966273887288,0,0.755106297411454,0,0,0,0,0,0,0,0,0,0.752479943220982,0.747791507397744,0,0,0,0.744790766016723,0,0.749542432788069,0,0,0,0,0,0,0.842164288855466,0.84451288764892,0,0.843402838056226,0,0,0.641138979521334,0.644351607567684,0.842188797807327,0.749399501000336,0,0,0,0,0,0,0.766844177124588,0.647954728343075,0.748857207129509,0.748145232602899,0.767992768961588,0,0,0,0.648014638352574,0.635717339649157,0.743241146541619,0.755328046606938,0,0.769583820901991,0,0.64797462179373,0,0,0,0,0,0,0,0.648014638352574,0,0,0.762416868077618,0.755106297411454,0,0.761505205763455,0.761071642520599,0,0,0.855367267700073,0,0,0,0.845044532173544,0.845044532173544,0.845044532173544,0.845044532173544,0.845044532173544,0,0,0,0.741996955834577,0,0,0.75630335742339
"Keratan sulfate biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765600172581732,0,0,0,0.771308272222728,0.901295291681068,0,0,0,0,0,0.761674549320263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759110725970235,0.761282063459784,0,0,0,0,0,0.762260501022681,0,0,0,0,0.761975616849475,0.760746810440933,0,0,0,0,0,0,0,0.765171779865957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758442901840979,0,0,0,0,0,0,0.761178049005404,0,0,0,0,0.760529501019833,0.768727082846657,0,0,0,0.765227102258992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756221238140607,0,0,0.762406479671116,0,0,0.762349741644211,0,0.833107022422971,0.839448748540267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765226047387552,0,0.770350610593276,0,0.830543481246692,0,0,0,0,0,0,0,0,0,0,0,0,0.761178049005404,0,0,0,0,0,0,0.761986946858734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Potassium Channels",0.850659612996893,0,0,0,0.826754800964006,0,0.825392115505606,0.795341177304562,0,0,0,0,0,0,0,0,0,0,0,0.828258840228258,0,0,0,0,0,0,0.851348307710233,0.799579877025368,0,0.799489792369707,0,0,0.826032876481359,0,0,0,0.850500325404583,0.826346016078274,0,0.82595145145561,0.827276151446868,0,0.797792303258409,0,0.82993220684501,0,0,0,0,0.849977690421057,0,0,0,0,0.801638236190288,0.85094798251641,0.828617569793434,0,0,0,0,0.851269172034201,0.827119855878128,0.825461479903433,0,0.828487454512793,0.800964673304946,0,0.827509488908942,0.826249938187843,0,0.827262424408723,0,0.851444831254048,0.824539076020777,0,0.7978954650478,0.825882930367521,0.824929190619804,0,0.856186800474387,0,0.823855008680483,0.797693543783847,0,0,0,0,0,0.79790087467404,0,0.824839227794597,0,0,0,0,0.79702693802379,0.82371267254216,0.850415187008056,0,0.794400503984661,0,0.823472731919118,0,0,0,0.796163965737833,0,0,0.824452539146501,0,0.794063522691573,0,0,0.82772565118815,0,0,0.823802444564765,0,0.827078435282021,0.800483564965538,0,0,0,0,0,0,0,0,0.826369712442144,0.825104535961654,0,0,0,0.824294784572825,0,0.825577023952628,0,0,0,0,0,0,0.850571072776982,0.851204843200128,0,0.85090529582659,0,0,0.796309522859532,0.797176451958713,0.850577686528482,0.826722304340812,0,0,0,0,0,0,0.83024590731401,0.79788470793148,0.825392115505606,0.82519998886471,0.830555855329221,0,0,0.801106855655152,0.79790087467404,0.799287033533223,0.823876619072106,0.827567620470301,0,0.830985201399025,0,0.797890076187937,0,0,0,0,0,0,0,0.79790087467404,0,0,0.82948054207939,0.827078435282021,0,0.828055501887916,0.828688186298061,0,0,0.85413390245758,0,0,0,0.851348307710233,0.851348307710233,0.851348307710233,0.851348307710233,0.851348307710233,0,0,0,0.823540873659533,0,0,0.827401462455676
"Erythrocytes take up carbon dioxide and release oxygen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145332400467543,0,0,0,0,0,0,0,0,0,0.142610505929758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140893267375262,0,0,0,0.237551606502792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prostacyclin signalling through prostacyclin receptor",0.842492397340904,0,0,0,0.753906987470425,0,0.748609753969867,0.637556646580424,0,0,0,0,0,0,0,0,0,0,0,0.759480590580195,0,0,0,0,0,0,0.845044532173544,0,0,0,0,0,0.751231711207939,0,0,0,0.841902116328336,0.75239213026922,0,0.750929969898706,0.755838985352147,0,0.646639922239192,0,0,0,0,0,0,0.839965358400074,0,0,0,0,0,0.843561024529668,0.760809954957548,0,0,0,0,0.844751274636652,0.755259792050031,0.749114254689788,0,0.760327779425269,0,0,0.75670367714255,0.752036089013106,0,0.755788116292865,0,0.845402224912534,0.745213875077975,0,0,0.75067604743888,0.747623895809535,0,0,0,0.743161063694834,0.646254878119598,0,0,0,0,0,0,0,0.746560886803512,0,0,0,0,0.643803665132626,0.742633600641147,0.841586614171626,0,0.634070740417137,0,0.744275123521869,0,0,0,0.640605700072152,0,0,0.745375366035697,0,0.632802904272021,0,0,0.75750472188935,0,0,0.742718820727646,0,0.755106297411454,0,0,0,0,0,0,0,0,0,0.752479943220982,0.747791507397744,0,0,0,0.744790766016723,0,0.749542432788069,0,0,0,0,0,0,0.842164288855466,0.84451288764892,0,0.843402838056226,0,0,0.641145099305561,0.644357727351911,0.842188797807327,0.749152047840694,0,0,0,0,0,0,0.766844177124588,0,0.748857207129509,0.748145232602899,0.766401717021184,0,0,0,0,0.643118967791526,0.743241146541619,0.756919098547342,0,0.767992768961587,0,0,0,0,0,0,0,0,0,0,0,0,0.764007920018022,0.755106297411454,0,0.761257752603813,0.761071642520599,0,0,0.855367267700073,0,0,0,0.845044532173544,0.845044532173544,0.845044532173544,0.845044532173544,0.845044532173544,0,0,0,0.741996955834577,0,0,0.75515476558639
"Regulation of insulin secretion",0.840301348448643,0.809444501014288,0.772059216261267,0,0.808993735086596,0,0.843070164799074,0.809068626231051,0,0,0.771181906587372,0,0.775691566124237,0.813247050094072,0,0.750025445064836,0,0.811995202813471,0.770723735182679,0.809555228240328,0,0,0,0.776565138342544,0.810661390696697,0.749181192942438,0.841203316963604,0.808702131201067,0,0.842874965483809,0,0,0.809990493835554,0.739593018069653,0,0,0.840092732947022,0.810400605967582,0,0.809883853247012,0.808389387892716,0,0.812278812680505,0.844721188791676,0,0,0,0,0.81356596128362,0.839408249255153,0.750116448635226,0.812015588992248,0.809471839582524,0.810501547256051,0,0.840679019748046,0.810718306869378,0.8074724547755,0.773346447202625,0.810076038223496,0.810871057756228,0.842067912100254,0.842232113142732,0.808836215955322,0.750960700757624,0.809975805221581,0.808756313927817,0.84489543282289,0.808207329013249,0.81046512556947,0.81029471641113,0.809409242845186,0.775804639970594,0.842297969167045,0.811291304555933,0,0.770483787367013,0.80979411266549,0.806241750199333,0.748618887715631,0.780811291529423,0.81340958824357,0.808296775799559,0.772409851747108,0.749463139838029,0.811265184069479,0.77141869920169,0.772117236304083,0,0.77049087223706,0.810291951663336,0.842346059766787,0,0,0,0,0.772729081466104,0.840870634809429,0.839981229037387,0,0.806439822323842,0.771680435289477,0.841538231557114,0,0.842177865487224,0.815469454389974,0.809132585768894,0.809311695125209,0.809296999135084,0.841839622039126,0.810214956769231,0.807073304270226,0.806554508370373,0.810458616991984,0.810265236548651,0.777913970420139,0,0.840988207278544,0.775933128131892,0.808855286700207,0.808126216780234,0,0,0.843200350556298,0.74082656438967,0.809809024582474,0,0.809805602121264,0.773221778026204,0.810431640580911,0.873321203373143,0,0,0.810058267148225,0.807904503324954,0,0.808419463517107,0.771966343544768,0,0,0,0,0,0.840185389244775,0.841015424609239,0,0.840623113917088,0,0.808647264907551,0.809323218771236,0.772924896620826,0.840194051131534,0.843261820816259,0.8093875374206,0,0.770456949523605,0,0,0.807812025901066,0.812597723870055,0.770469699005298,0.808535086747805,0.809495961921416,0.812001273824596,0.812759394206127,0,0.774535792400769,0.77049087223706,0.808739657431065,0.808325078460322,0.809495961921416,0.810073623694006,0.812563579051404,0,0.770476729694239,0,0.812197088979318,0,0,0,0.774405431261632,0.772090261919825,0.77049087223706,0,0,0.810592959405622,0.809417591927016,0.810872255331299,0.847540185896388,0.810238699282995,0.843119609670309,0.809169776714775,0.844851549930813,0.808871226765244,0.81090193117246,0.809747586012057,0.841203316963604,0.841203316963604,0.841203316963604,0.841203316963604,0.841203316963604,0,0,0.774661451200292,0.807197921456412,0,0.771114231795244,0.809840653603646
"Vasopressin regulates renal water homeostasis via Aquaporins",0.881995626110279,0.829528702959439,0,0,0.829454789929784,0,0.886560304425233,0.831031031506414,0,0,0.768049058982563,0,0.774685866197422,0,0,0,0,0,0,0.833629238114172,0,0,0,0,0.831534870665043,0,0.883482613905758,0.82923184798285,0,0.829037342665861,0,0,0.82722683350572,0,0,0,0.881651702015687,0.827902945504075,0,0.82705102553567,0.831507476183413,0,0.773362539507173,0,0,0,0,0,0.835980519336646,0.880523260302777,0,0.835363644616638,0.829573773398859,0.831271352325449,0,0.882618256061991,0.833750157898148,0.827439869643456,0.770819696638794,0.831534870665043,0.833476767246446,0.88331174896057,0.885178690140154,0.827589347605359,0,0.834122848191892,0.824591529604978,0.771453684882792,0.830415045373675,0.832807546317457,0.830587535966681,0.831477837596394,0,0.883691021678971,0.829113556639742,0,0.764483238226022,0.826903078964066,0.825639348018197,0,0,0.775880844998038,0.827110802115462,0.767652767756158,0,0.834126524979626,0,0,0,0.764494918362433,0,0.885366542860615,0,0,0,0,0.766230692332343,0.882934153183652,0.881467876360994,0,0.766039172524552,0.768870934783583,0.884034755033543,0,0.829484340563527,0,0.83037637667965,0,0.830881769837794,0.884531628218129,0.822773759982659,0.827215780315916,0.826360491956476,0.832796816258563,0.832478008723318,0,0,0.883127983482337,0,0.831080579449051,0.823552749699824,0,0,0.829573773398859,0,0.829786823070836,0,0.830124015245955,0.770614166688762,0.827954109253687,0.880827333781906,0,0,0.830540559510199,0.826647024043279,0,0.827838823298529,0.765555630481232,0,0,0,0,0,0.881804455445156,0.88317285404921,0,0.882526089554011,0,0.82981061618817,0.830690654776055,0.766553513739534,0.881818735455691,0.886876269066743,0.831031031506414,0,0,0,0,0,0.837919592676333,0.764460012113824,0.829625678962875,0.830540559510199,0.837661795648788,0.833341114941491,0,0.772780454431242,0.764494918362433,0.766652341723551,0.827683219832122,0.832136798395723,0.833121824413861,0.838588813605322,0,0.764471602927113,0,0.835662865998735,0,0,0,0.772565540695687,0.768748746097394,0.764494918362433,0,0,0.834670823662554,0.831080579449051,0,0.893929593604387,0.833629238114172,0.829440663750272,0.830672030602807,0.889497100894296,0.830179840327947,0.831931426360554,0.769843657962178,0.883482613905758,0.883482613905758,0.883482613905758,0.883482613905758,0.883482613905758,0,0,0,0.825824985669176,0,0,0.831108819173566
"GPER1 signaling",0.881995626110279,0.829002945087813,0,0,0.828785569000795,0,0.886560304425233,0.831031031506414,0,0,0.768053000252625,0,0,0,0,0,0,0,0,0.831307487056928,0,0,0,0.778090748030231,0.831534870665043,0.773325754900474,0.883482613905758,0.82990106891184,0,0.829037342665861,0,0,0.82722683350572,0,0.768700385088854,0,0.881651702015687,0.827902945504075,0,0.82705102553567,0.828951528123718,0,0.773992934841368,0.772306560642177,0,0,0,0,0.835980519336646,0.880523260302777,0,0.836032865545628,0.829048015527233,0.831271352325449,0,0.882618256061991,0.833224941710712,0.827873820946,0,0.832204091594033,0.833476767246446,0.88331174896057,0.885178690140154,0.826662329648825,0,0.831566900132197,0.824591529604978,0.767846485272645,0.827983875735869,0.832807546317457,0.830587535966681,0.831477837596394,0.763620658894624,0.883691021678971,0.829113556639742,0,0.75634048833922,0.826903078964066,0.825184803933124,0.772398736943941,0,0.770802498058418,0.825984029858835,0.768286386444405,0,0.834126524979626,0,0,0,0.75635216847563,0,0.885366542860615,0,0,0,0,0.766230692332343,0.882934153183652,0.881467876360994,0,0.760559855477976,0.768874876053645,0.884034755033543,0,0.828154631842463,0,0.83086847297777,0,0.831550990766784,0.884531628218129,0.832395117339512,0.827215780315916,0.826360491956476,0.832796816258563,0.830881769837794,0,0,0.883127983482337,0,0.8289585826919,0.823552749699824,0,0,0.829573773398859,0,0.829786823070836,0,0.830124015245955,0,0.827954109253687,0.880827333781906,0,0,0.829210850789135,0.826647024043279,0,0.827838823298529,0.771780802770551,0.765216778412312,0.769532687203769,0,0,0,0.881804455445156,0.88317285404921,0,0.882526089554011,0,0.82981061618817,0.831182751074175,0.766553513739534,0.881818735455691,0.886876269066743,0.831031031506414,0,0,0,0,0,0.835797595919182,0.756317262227021,0.829625678962875,0.831209780439189,0.836032865545627,0.833341114941491,0,0,0.75635216847563,0.769401573489072,0.827683219832122,0.828966555128401,0.833121824413861,0.836959883502161,0,0.75632885304031,0,0.835662865998735,0.764129857100888,0,0,0,0,0.75635216847563,0,0,0.834670823662554,0.828524631389356,0.767957885839639,0.893929593604387,0.832960017185182,0.829440663750272,0.830672030602807,0.889497100894296,0.830179840327947,0.831931426360554,0.764837343345987,0.883482613905758,0.883482613905758,0.883482613905758,0.883482613905758,0.883482613905758,0,0,0,0.826494206598165,0,0.767678638847893,0.831108819173566
