"","PNISR","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","PRDM1","ATG5","RPS6KA2","QRSL1","BEND3","PDSS2","SEC63","MYO6","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK"
"SUMOylation of DNA methylation proteins",0,0.782794309671348,0.772938536936701,0,0,0,0,0,0,0.767122336978581,0.68594076693467,0,0,0.784813333229009,0,0.673696942201185,0,0,0,0,0.775478356236781,0,0,0.671473696854645,0.771185335902177,0,0.779970885865212,0.788763113577822,0,0,0.77895161724634,0,0,0,0,0.676403281543215,0,0.773693779862472,0,0.76714207161367,0.765381784684934,0,0,0,0.773844884636275,0,0.874254734108159,0,0.675039630865236,0.774774567448324,0.775914809195304,0.769542037460602,0.766492878901485,0,0,0,0,0,0.780130916750627,0,0.859469034469495,0,0,0,0,0,0,0,0.76888956542058,0.781706696809889,0,0,0,0.774245051711065,0.765656054546279,0,0,0,0.774740772793935,0,0.775007470670057,0,0,0,0,0,0.767083094384773,0,0,0,0,0,0.68097374322788,0,0,0.76714207161367,0,0.769084345555625,0,0.779839634149302,0,0,0.767102678100459,0,0,0.784813333229009,0,0,0.773912076490519,0.779211830102919,0.772763014270593,0.76714207161367,0,0,0.769998712209813,0.78089052716987
"Triglyceride catabolism",0,0,0.6686957600305,0.584944164636043,0.568512447624016,0,0,0,0,0.45860389799613,0,0,0,0.39143979433595,0,0.674292488837062,0,0,0,0,0.576914953946487,0,0.593184107679619,0.580760782764218,0.670080719019605,0.570685930585595,0.58137026533635,0,0,0.387243929909812,0.581537616805328,0,0,0,0.571795929604676,0.470049830899558,0,0.577831070545109,0,0.458623712758641,0.568350027079714,0.583727380691195,0,0,0.669605787722359,0,0,0.576997326680913,0,0.578916246391647,0,0.573662471058464,0.66650450906536,0,0,0.578050253510604,0.57359930749102,0,0.583402422055305,0,0.570758955460805,0.466684678923202,0,0,0.471289034770653,0,0,0.570685930585595,0.573007349823133,0,0.571910146466696,0,0.574844811237246,0.576811941468301,0.581293939708963,0,0.570710155903474,0.766816582448604,0.578882314522735,0,0.381594117588049,0,0,0,0.584897622680075,0,0.458564496067838,0.575990590801989,0.464511956947487,0.579622892733902,0.590568411228352,0.678800326743743,0,0,0,0.458623712758641,0.37951436457424,0.57320292081294,0.576023032225824,0.579665841483225,0,0,0.458584159298178,0.579274489431033,0,0.588995772005054,0,0,0.466993844726554,0,0.379340548149254,0.458623712758641,0,0,0.57412100001832,0.468370191908876
"mRNA decay by 3' to 5' exoribonuclease",0,0.486676772946537,0.474007992317457,0,0.461184781654256,0,0.474472779017146,0,0,0.463274323433435,0,0,0,0,0,0.475076256801031,0,0,0,0,0,0,0,0,0.339590541275906,0.464123544561226,0,0,0,0,0,0,0,0,0.533594798829175,0.471730131052825,0,0,0,0.463301114942782,0.463037733065235,0,0.359738464565987,0,0.475238439333801,0,0,0,0.474793009099892,0.476500565825401,0.477337243714359,0.468685643483572,0,0,0,0,-0.0587990131166994,0,0,0,0,0,0,0,0.483434956820331,0,0,0.464123544561226,0,0.351747854524901,0,0,0,0.472944037490169,0,0,0.464156299575575,0,0.47480470699346,0,0,0,0,0,0,0,0.463221048147927,0,0,0,0,0,0.483434956820331,-0.0377099094481453,0,0.463301114942782,-0.046722691334574,0.468064286316616,0,0,0,0,0.463247634770861,0,0,0,0.340323561057326,0,0,0.481813240663993,0.473058403857356,0.463301114942782,0,0,0.469305619771778,0.484092220131085
"Nucleotide biosynthesis",0,0,0.470389018832604,0,0,0,0.587894659569511,0,0,0.701975034526699,0.729729019238718,0,0,0,0,0,0,0,0,0,0.707697893427021,0,0,0,0.584461763161226,0,0.595975332690892,0,0,0,0,0,0.717060931855073,0,0.705226939336974,0,0,0.708650765700658,0,0.702000897004768,0.700584913701709,0.720800019855903,0,0,0.471576798459492,0,0,0,0,0.714520466657306,0,0.700518736223129,0.703667213610171,0.598857034926083,0,0,0.830702661100816,0,0,0,0.705926096158102,0,0,0,0.715918332014325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701923606632687,0.708229172487696,0,0.712925698870457,0,0,0,0.718604356172586,0.717644421382848,0.702000897004768,0.711646706319108,0.703984996344141,0.710311796148739,0,0,0,0.701949271329053,0,0,0,0.586172894388863,0,0.715442790380259,0,0,0.702000897004768,0,0,0,0
"Interleukin-35 Signalling",0,0,0.676650081589015,0.535421173380025,0.666406151150084,0,0,0,0,0.66808891265862,0.544090786225399,0,0,0,0.531162713267397,0.680885047720849,0,0,0,0,0.676418736231795,0,0,0,0.676374942368044,0.669592477144494,0,0,0,0.531610583696649,0,0,0,0,0,0.683725980515077,0,0.677761763153881,0,0.668117961100214,0,0.405143589653882,0,0,0.67162755196698,0,0,0,0,0.67407523547161,0,0.669986247212001,0.801481695602195,0,0,0.678083085378548,0,0.552536375353396,0.683267083400863,0,0.669699531610636,0.536257490756482,0,0,0,0,0,0.669592477144494,0,0,0.671387177610831,0,0.673383907046016,0.676267719940066,0,0,0.669627991460201,0.682206052584104,0,0,0,0,0,0.404107810900258,0,0.415030512738319,0.668031149432239,0.681420250080442,0.533072280367339,0.675111179000492,0.550895456534644,0,0,0,0,0.668117961100214,0,0.670976895704581,0.680388574460174,0.53960457048519,0,0,0.66805997572767,0,0,0,0,0,0,0,0.396130198535162,0.668117961100214,0,0,0,0.686690682789435
"Signaling by PDGFR in disease",0,0.694791119446395,0.52977944259221,0.687516541289409,0.672866039328307,0,0.680108828831336,0,0.535576665618263,0.674464124252341,0.546379026082475,0,0,0,0.546770078853443,0.81417672284742,0,0,0,0,0.681133030045921,0,0,0,0.6801437239855,0.675892029350595,0,0,0,0.681938917465138,0,0,0,0,0,0.6880725736866,0,0.683650236764714,0,0.674491710975915,0.674220511509085,0,0,0,0.531046411215497,0,0,0,0,0.680149215211045,0.685174378265128,0.680036060811185,0.801144580345261,0,0,0.683955390050187,0,0.554399633038105,0.685737957423131,0,0.670981859993872,0.686642658068879,0,0,0,0,0,0.675892029350595,0.679123980819511,0,0.675406943626136,0,0.67949267444226,0.680650774755391,0.535067223779886,0,0.6759257565854,0.685681412647494,0,0,0,0,0,0,0,0,0.674409267672383,0.683354552665102,0.683617727514583,0.686144866886435,0.548568502918723,0,0,0,0,0.674491710975915,0.684780604193848,0.679396260784096,0.686144866886435,0.548107130396779,0.546075210731945,0,0.674436643428193,0,0,0,0,0,0,0.689783229859539,0.680768535696627,0.674491710975915,0,0,0.676904363064044,0.692129853029467
"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",0,0.694791119446395,0.52977944259221,0.687516541289409,0.672866039328307,0,0.680108828831336,0,0.535576665618263,0.674464124252341,0.546379026082475,0,0,0,0.546770078853443,0.81417672284742,0,0,0,0,0.681133030045921,0,0,0,0.6801437239855,0.675892029350595,0,0,0,0.681938917465138,0,0,0,0,0,0.6880725736866,0,0.683650236764714,0,0.674491710975915,0.674220511509085,0,0,0,0.531046411215497,0,0,0,0,0.680149215211045,0.685174378265128,0.680036060811185,0.801144580345261,0,0,0.683955390050187,0,0.554399633038105,0.685737957423131,0,0.670981859993872,0.686642658068879,0,0,0,0,0,0.675892029350595,0.679123980819511,0,0.675406943626136,0,0.67949267444226,0.680650774755391,0.535067223779886,0,0.6759257565854,0.685681412647494,0,0,0,0,0,0,0,0,0.674409267672383,0.683354552665102,0.683617727514583,0.686144866886435,0.548568502918723,0,0,0,0,0.674491710975915,0.684780604193848,0.679396260784096,0.686144866886435,0.548107130396779,0.546075210731945,0,0.674436643428193,0,0,0,0,0,0,0.689783229859539,0.680768535696627,0.674491710975915,0,0,0.676904363064044,0.692129853029467
"Signaling by PDGFRA extracellular domain mutants",0,0.694791119446395,0.52977944259221,0.687516541289409,0.672866039328307,0,0.680108828831336,0,0.535576665618263,0.674464124252341,0.546379026082475,0,0,0,0.546770078853443,0.81417672284742,0,0,0,0,0.681133030045921,0,0,0,0.6801437239855,0.675892029350595,0,0,0,0.681938917465138,0,0,0,0,0,0.6880725736866,0,0.683650236764714,0,0.674491710975915,0.674220511509085,0,0,0,0.531046411215497,0,0,0,0,0.680149215211045,0.685174378265128,0.680036060811185,0.801144580345261,0,0,0.683955390050187,0,0.554399633038105,0.685737957423131,0,0.670981859993872,0.686642658068879,0,0,0,0,0,0.675892029350595,0.679123980819511,0,0.675406943626136,0,0.67949267444226,0.680650774755391,0.535067223779886,0,0.6759257565854,0.685681412647494,0,0,0,0,0,0,0,0,0.674409267672383,0.683354552665102,0.683617727514583,0.686144866886435,0.548568502918723,0,0,0,0,0.674491710975915,0.684780604193848,0.679396260784096,0.686144866886435,0.548107130396779,0.546075210731945,0,0.674436643428193,0,0,0,0,0,0,0.689783229859539,0.680768535696627,0.674491710975915,0,0,0.676904363064044,0.692129853029467
"SARS-CoV-1 modulates host translation machinery",0,0.842764451230286,0.779310960810877,0,0.775386853780061,0,0.837695689652062,0,0,0.833044564641137,0.843225788130249,0,0,0.849508252458651,0.781779709738203,0.832260891446389,0,0.845171962338723,0,0.841418007343207,0.780743052355018,0,0,0.782902775783866,0.836218665405891,0.776607428666983,0.846777810996763,0.789116894003433,0,0.838400702651716,0.783509728959741,0,0,0,0.777868333451026,0.838515110992756,0,0.778204035602524,0,0.833055692127268,0.836999806767554,0,0,0.789241854815203,0.779822010111341,0,0,0.781872304570563,0.843309095338095,0.78034621704757,0.838885405796089,0.835292082242039,0.839178160185373,0,0,0.844244672638265,0.778881066377215,0.789241854815203,0.783366425037585,0,0.839266902199739,0,0,0,0.841418007343207,0,0,0.776607428666983,0.777911080949261,0,0.777294918372243,0,0,0.837407083759164,0.783202183687698,0,0.776621033013165,0.780789649930217,0.838223418700054,0.782902775783866,0.843979161135798,0,0,0,0.843505818181794,0,0.833022437481633,0.83815135399499,0,0.837756153580545,0.786889787910266,0,0.84547151403572,0.783936093550754,0.781690317283869,0.833055692127268,0.842611384728588,0.835034010060715,0.780743052355018,0.783202183687698,0,0,0.833033479871002,0.782068109789628,0,0.786240170421629,0,0,0.780093434866381,0.84074444976922,0.839256362515849,0.833055692127268,0,0,0.893491335830033,0.841690992649132
"Response of EIF2AK4 (GCN2) to amino acid deficiency",0,0.886936377479224,0.888561098095527,0,0.867451414667818,0,0.88781328618988,0.849721935837567,0,0.882310701413715,0.889184104704777,0,0,0.890639101044494,0.867522269363549,0.904181442115765,0,0.889679072945423,0,0.887556129907143,0.86983320153105,0,0.891985111392566,0.888891044186273,0.905160153669646,0.867872249352091,0.889697688532365,0.870052013057927,0,0.887183900574868,0.868314221285715,0,0.887968891745469,0,0.866173689425913,0.887383897152076,0,0.869266445600367,0,0.882314537992825,0.886803281674447,0.869419131630279,0,0.87009509754568,0.888737299714381,0,0,0.867554194579657,0.889183307727325,0.889222535836877,0.885598944702203,0.884360024256141,0.906704857328843,0,0,0.889359358299069,0.86652286352888,0.87009509754568,0.868069343401529,0,0.906200398828126,0,0.849721935837567,0,0.888029114543204,0,0.888483959588438,0.867872249352091,0.868636963851384,0,0.865975985084932,0.855333832671593,0.849341055635448,0.883840695645664,0.868012715612964,0,0.867876939912901,0.869125077785889,0.886454686876137,0.867909484560099,0.887982661337622,0,0,0,0.889104613108711,0,0.88230307232329,0.90496674526102,0,0.886468596176373,0.889376457547487,0.870979616159382,0.888230595165412,0.868265755986654,0.867491448276126,0.882314537992825,0.88879622677051,0.906615442089286,0.887837039731786,0.889367674133,0.871636205386375,0,0.882306879562398,0.867621705085098,0,0.871732678296761,0.868339972842123,0,0.868992592123236,0.88623991330795,0.886145234796841,0.882314537992825,0,0,0.906338819516757,0.886566266142411
"APOBEC3G mediated resistance to HIV-1 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Biological oxidations",0,0,0.947570379013122,0.939702415308109,0.938621400389058,0.948247750089572,0.939922077401843,0,0,0.938773749530581,0,0,0.940716966228593,0.93260367412765,0.940030955524995,0.939882929038346,0,0,0.939703405557596,0,0.93948609532681,0,0.948799520685909,0,0.939443097362907,0.938671135535909,0.932201210585664,0,0.948539166911214,0,0.930868247939592,0,0.948051892931664,0,0.947525541880762,0.931526325151715,0,0.947633148460084,0,0.938775389707653,0.939222023517474,0.948008324160083,0,0,0.947645707019405,0,0.94848061895114,0.939572081223794,0,0.947488315177878,0,0.939047696205212,0.946841475368589,0.940941148302958,0,0,0.947804993418687,0,0.93966740286394,0,0.947251755816394,0.931337215393757,0,0,0,0,0,0.938671135535909,0.939437467489257,0,0.938902646643492,0.940216187179597,0,0.939365729739024,0,0.939748737585559,0.93867314079895,0,0.939474505181554,0,0.939073032439537,0,0,0,0,0,0.938770488015873,0.939526483680065,0.93115736722419,0.940066249222362,0.940760917289013,0.93964754831661,0,0,0.93962941140291,0.938775389707653,0.939301163371707,0.947518575437125,0.947623868300345,0.94735751037254,0.940392116202097,0,0.938772115649792,0,0.949322524775783,0.940494366556574,0.947824315475083,0,0.939410897135334,0,0.939970748824268,0.938775389707653,0.947567900447596,0,0.939856564990281,0
"rRNA processing in the nucleus and cytosol",0.917038970399333,0.927657669024027,0.929221075023403,0,0.928011580716956,0,0.928632943062854,0.916529160050216,0,0.92546735419011,0.930928915672287,0,0,0.931008347706698,0.915907648507762,0.928272481624901,0,0.930448397862138,0,0.928993381765666,0.916685865331506,0,0,0.92986585402921,0.927063024528022,0.928286629531179,0.93039306003001,0.918356727810981,0,0.928718903313045,0.91856803929638,0,0.92926315433535,0.929347079853084,0.928531153690854,0.928828519005546,0,0.917507301182136,0.9178300149687,0.925469861698579,0.928844018645633,0,0.917513199798473,0.917589195602482,0.928397599181496,0,0,0.929605016226846,0.941041417569097,0.92945436345443,0.92678355072254,0.925973818035711,0.929030227944911,0,0,0.93017193441237,0.916265695226613,0.918600433229847,0.917738483565327,0,0.929005193176127,0,0.916529160050216,0,0.928408774637542,0.917511040866471,0,0.928286629531179,0.915613789305674,0.918303564296603,0.915474940974454,0,0.917187481006914,0.927426902914224,0.91622819399601,0,0.928289695184361,0.916711338838404,0.929375074293704,0.916810028819152,0.929855563312134,0.917576480484651,0,0.916984458625594,0.929643775779382,0,0.926401005537481,0.928257262139142,0,0.9273418883407,0.918413092718977,0,0.928067072218951,0.916393575931804,0.915618249600874,0.925469861698579,0.929803883334426,0.928033150437848,0.917027964822335,0.917948257793981,0.918612106265996,0,0.92546485630742,0.915972637631343,0.917640034466722,0.918225076830384,0.915696092955437,0.918136924079082,0.92997292086535,0.92720247449844,0.927965543471195,0.925469861698579,0,0,0.940330720252956,0.92741577193682
"Formation of a pool of free 40S subunits",0,0.920354689892619,0.89957185433924,0,0.898184332430147,0,0.921248643006001,0,0,0.916917842862089,0.922413810746146,0,0,0.924469911203633,0.900444777324728,0.918463758692217,0,0.923085595280879,0,0.920984919373933,0.900078226458481,0,0,0.922353925172438,0.919996289693758,0.898615914541438,0.923504456561312,0.903039126520382,0,0.920603183915543,0.901249056342932,0,0.921408222472046,0,0.899061756869234,0.920808288077031,0,0.899147587323432,0,0.916921777421131,0.920212844633208,0,0,0.903083311315227,0.899752555858197,0,0,0.900477517858449,0.922653652644565,0.899937909775204,0.918983101277923,0.917712540837407,0.921042735117937,0,0,0.922834199258918,0.899419848305607,0.903083311315227,0.901005822735593,0,0.920848680245522,0,0,0,0.921494294996857,0,0,0.898615914541438,0.89907687192341,0,0.898859003483925,0,0,0.918481560228908,0.900255475415111,0,0.898620724891472,0.900287265744895,0.919855347295979,0.900841881361768,0.922514884164975,0,0,0,0.922572948294572,0,0.916910018937217,0.919689122155201,0,0.920539928924429,0.902251645833979,0,0.921676609367738,0.901207251375723,0.900413169117326,0.916921777421131,0.922256686275522,0.920951036359939,0.900078226458481,0.900947748766265,0,0,0.916913923406962,0.900546752471377,0,0.902214510985253,0.901296478744404,0,0.900041091609754,0.919640439169685,0.920844953527012,0.916921777421131,0,0,0.940247288043622,0.919975126519816
"SUMOylation of intracellular receptors",0,0.875153172346312,0.870724626145564,0.823618908406843,0.868537318825052,0,0.818075134783021,0.820827114661857,0,0.869123972071892,0.831073560073239,0,0.826553690041305,0.876789950266091,0.82240344925789,0.872781276743264,0,0,0.824722534256142,0,0.873411945438481,0,0.876589326177689,0.820075914767261,0.8720126917198,0.869648152701766,0.874305000832222,0.878496018360979,0,0.822752061000369,0.875717331149077,0,0.82102662640633,0,0.819328970581163,0,0,0.87169242070352,0,0.869134099093749,0.867650556332755,0.823577262986963,0,0,0.871189727370986,0,0,0.87443966739952,0.819175683671521,0.87121095569795,0.873055681330016,0.868352638679436,0.868800959476233,0,0,0.818285598756939,0.870913617442807,0.881146626682076,0.874415466500467,0,0.916512587044848,0,0.820827114661857,0,0.824792616119012,0,0,0.869648152701766,0.869450608475469,0.876608079586848,0.870273830702091,0,0.816647346270013,0.871395077036403,0.868371534837928,0.825002429912451,0.869660533890968,0.872205730696507,0.872453213017663,0,0.871642357693839,0,0,0,0.877696947871944,0,0.869103834349385,0.822642942078143,0,0.872608193600545,0.877166198810723,0.825340478185085,0,0.824365954152793,0,0.869134099093749,0.820959179343182,0.870934547884668,0.872027959368977,0.874846226203788,0.874684948261767,0,0.869113883925468,0,0,0.877622046351378,0.820870344428616,0,0.870346725742726,0.873314787763762,0.87000551457032,0.869134099093749,0.822540303886138,0,0.87001977804592,0.874176227654125
"Formation of tubulin folding intermediates by CCT/TriC",0,0,0.721741355890844,0,0.716807186861134,0,0,0.730181927811543,0,0.725354836304174,0,0,0,0.731270967000245,0.726917058300266,0.802060062116977,0,0,0,0,0.798364163314037,0,0,0,0.799887690654168,0.718341936743896,0.727837712098457,0,0,0.723950804156962,0.806116572500359,0,0,0,0.721669685781276,0,0,0.80055567724506,0,0.725368827996301,0.719236449087138,0.729091404130681,0,0,0.722383948870904,0,0,0,0,0.725694143635562,0,0,0.795450298360318,0,0.806824853736981,0,0,0,0.798390017051563,0,0.798103832718102,0,0.730181927811543,0,0,0,0.731819328132444,0.718341936743896,0.719981148076874,0,0.719206385747274,0,0.728792888677187,0.800946524400271,0,0,0.718359042837863,0.802696347312706,0.725871893809001,0,0.724318692010438,0,0,0,0.809050550703412,0,0.725327013631581,0,0,0.869060134749589,0.809549827402147,0,0,0,0,0.725368827996301,0,0.720119245572453,0,0,0.810660306714039,0,0.725340898323107,0,0,0,0,0,0.803158247483701,0,0,0.725368827996301,0,0,0,0
"Ras activation upon Ca2+ influx through NMDA receptor",0,0.848859183405849,0.841122748538706,0.846049518237902,0.839002290811711,0,0.842258443027747,0,0.845732702173546,0.839720744352937,0,0,0,0,0.843874307484492,0.902531556034459,0,0,0,0,0.902319587213894,0,0,0,0.842274130896837,0.840362689883458,0,0,0,0.845334378174812,0,0,0,0,0.839514859549472,0.845838716270202,0.782985066027637,0.843850559336711,0,0.839733146559443,0.839611222990556,0,0,0,0.841692341606217,0,0,0,0,0.842834860001839,0.844535770017217,0.840530809666324,0.896672675326912,0,0,0.843987747577003,0.840643607115456,0,0.845642790552213,0,0.838713477764634,0.848302697572718,0,0,0,0,0,0.840362689883458,0.841815683365214,0,0.841128935663944,0,0.841981437534413,0.844197005433965,0.783639202492547,0,0.840377852689212,0.843034087129536,0,0,0.777141204561569,0,0,0,0,0,0.839696082394403,0.843717628173132,0.846942774807655,0.843277155177394,0,0,0,0,0.780747085575252,0.839733146559443,0.842663821462826,0.841938092695168,0.844972074106074,0.845459734369161,0,0,0.839708389755801,0.784149336401663,0,0,0,0,0,0.846607778644038,0.842555028476,0.839733146559443,0,0,0.840817806335902,0.847662753696367
"CD209 (DC-SIGN) signaling",0,0.639599676162877,0.632243471746392,0.638423343426048,0.630161660260944,0.558500595499556,0.634246000324134,0,0,0.631062849267871,0.557122131595841,0,0.561875911077297,0.55521231570759,0.637864432603845,0.709849311795281,0,0,0.553354685147112,0,0.635523817382305,0,0.558500595499556,0.638543193613657,0.708325290597816,0.631868070791539,0.640299927622635,0.55895434700637,0,0.638104285907669,0.637561509377969,0,0,0,0.631504850039268,0.626088426235669,0,0.632838823613176,0,0.631078405920492,0.630925471633636,0.549841394124546,0,0,0.632957938279588,0,0,0.554249329553934,0,0.634969026394225,0.63417662179031,0.632970279512991,0.776505285878592,0,0,0.638541159827848,0.632920689532972,0,0.634532726125629,0,0.629799388898708,0.640592898546647,0,0,0.641534557882365,0,0,0.631868070791539,0.632455941101076,0.639752596017626,0.632829207781412,0,0.636024553741138,0.636334270275273,0.638961777352777,0.553784647633317,0.631887090189559,0.710556765023098,0.63617707195034,0,0.550185416745034,0,0,0,0.643562069134066,0.556466038864137,0.631031914649771,0.63607632272723,0.638887085469225,0.634901079046673,0.556008600459868,0.641454835882996,0,0,0.547943256245965,0.631078405920492,0.633476258261112,0.633844170307968,0.635523817382305,0.623225187341229,0.5646246634396,0,0.631047352333852,0.637376298524009,0,0.64500851798394,0,0,0.634823565922547,0.636775636604213,0.631692087439683,0.631078405920492,0.554819408421235,0,0.632438944091311,0.639746646695064
"Extra-nuclear estrogen signaling",0,0.835960142317449,0.857342014026704,0.834792082203927,0.855760047062199,0.838433180505495,0.834263986082421,0.834360810694781,0.837221461246118,0.833255497396562,0.837169530565716,0,0,0.836040434106495,0.834325592201686,0.85821669297078,0,0.787679862517234,0.807522959954812,0,0.833866427896499,0,0.81387335542288,0.807345284609437,0.834408393361884,0.856300673530474,0.834831045858229,0.788005387202614,0,0.834251708099476,0.8361819965939,0,0,0,0.831793418553362,0.835211332296423,0.810107138067442,0.834223132028354,0,0.833260426068775,0.833211973295015,0.809357283635768,0,0,0.857568371935084,0,0.786689817514394,0.810153576999668,0.808997258499932,0.834619318406723,0.835169002318458,0.833355565384352,0.856279531247685,0,0,0.834668825194037,0.833844099965013,0.837614948889806,0.834173783582564,0,0.834607306904503,0.83577057017557,0.834360810694781,0.8361819965939,0.811275336462882,0.787529909173109,0,0.856300673530474,0.856878097281182,0.786227388660205,0.856605181787454,0,0.833871511865091,0.833955841799536,0.83635781012898,0.807659181043607,0.856306699272695,0.834158966538627,0.809860364555592,0.785252981903698,0.833591446218351,0,0,0.78649487727179,0.811173380377901,0.836704024502115,0.833245696663954,0.833916873614439,0.835451987269379,0.834446970917586,0.836191042594074,0.811698163705729,0,0.81106768637516,0.835370786546838,0.833260426068775,0.834203230351405,0.856926743097775,0.834446970917586,0.835601913792882,0.835557198841906,0,0.83325058764445,0.835929295493163,0,0.837169530565716,0.809366424666039,0,0.834951216638844,0.83506542764856,0.833454853181369,0.833260426068775,0,0,0.832764476151778,0.835484677741054
"Inwardly rectifying K+ channels",0,0,0,0,0.875000867300489,0,0,0,0.836324905233193,0,0,0,0,0,0,0.836270943568368,0,0,0.784844701396926,0,0,0,0,0.78337536868567,0.831540677051311,0.876011184920221,0,0,0,0.837113614524115,0,0,0,0,0.830433798823704,0,0,0.836011637650006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834804936497733,0.832650794101103,0,0,0,0.83127207751547,0,0.838284990511219,0,0.833455271918191,0,0,0,0,0,0,0.876011184920221,0.877090268952592,0,0.876580247064667,0,0,0,0.783623200329571,0.785099270076531,0.87602244577017,0.832874166948341,0,0,0,0,0,0,0,0.841404708023557,0,0.833140439061774,0,0.832813316206537,0.841932438479041,0,0,0,0,0,0.781132180990023,0.830560091442541,0.836844544813653,0,0.842663461056566,0,0,0.880531204472532,0,0,0,0,0,0,0,0,0,0,0,0.840101565160705
"Sensory processing of sound",0,0.889709920505174,0.889523229933616,0,0.912950689729008,0,0,0,0.890620497350423,0.886270891001891,0,0.891917703450496,0,0,0,0.91487679119606,0,0,0,0,0.914546148272213,0,0,0.888843900450712,0.913166316437205,0.913534679937492,0,0,0,0.888746235737545,0,0.891612964965691,0,0,0.912121065730247,0,0.91887687687255,0.913551104312268,0,0.886276215003733,0.912047047339159,0,0,0,0.887105992774602,0,0,0,0,0,0.887853971659995,0.913911892272679,0.913089291514635,0,0,0.915513389941824,0.912605612904731,0,0.889316171607151,0,0.912587059223211,0.916943155319546,0,0,0,0,0,0.913534679937492,0.913430826520415,0,0.913863612853127,0.917193669132777,0.913684882306667,0.886980954849862,0.888987153671841,0,0.913541189005513,0.915118905125035,0,0,0,0,0,0.915180128682414,0,0,0.886260304150867,0.887502760874851,0.916359369579328,0.915090839627825,0,0,0,0.889349646591418,0.940584673743226,0.886276215003733,0.914309384792808,0.912616616506046,0.888856842744313,0.891385005137614,0,0,0.886265587437733,0.913621612891992,0,0,0,0,0,0.888743440621779,0.887003681704913,0.886276215003733,0,0,0.886257929417331,0.890316936021165
"Estrogen-dependent gene expression",0.827323737201776,0.826821957241694,0.849258914427721,0.827905463327279,0.847477324945052,0.829002107098087,0.824520681499977,0.825542599759787,0,0.824008664587933,0.852699788630489,0,0.828157318661367,0.826577848979816,0.825506499968455,0.826635087610454,0,0,0.827069645357053,0.826290466136744,0.826548742672355,0,0.825495060215588,0.827529281815679,0.84921106315176,0.848031479906747,0.825338197320638,0.828429762540688,0,0.799726406296934,0.827181952632991,0,0.82686483227584,0,0.848603945103098,0.82499606363701,0,0.826091896599049,0.826941685607782,0.824013716593932,0.847725371856617,0.79996218894268,0,0.778345768487953,0.824725389842165,0,0.82807387166547,0.850421793795669,0.826978811786497,0.849728932602219,0.825656246981443,0.825430026096391,0.824248488059267,0,0,0.826548742672355,0.824298190622741,0.80351013376346,0.826821957241694,0,0.848050098454783,0.827905463327279,0.825542599759787,0.802680190366152,0.828211266171178,0.802747404603129,0,0.848031479906747,0.825262995257186,0.825421464073627,0.824983250398494,0,0.825731477586035,0.825832057693244,0.827665216429161,0.827209275206261,0.848037656435544,0.82559927300995,0.850121244081123,0.801995554722387,0.826829160219538,0.828406686356027,0,0.801686472337902,0.828758193369182,0.802080053018887,0.82399861860439,0.826327205374813,0.827351502387851,0.826548742672355,0.852699788630489,0.801813788763733,0.797438705067011,0.827597457096028,0.824589920436308,0.824013716593932,0.826298902806861,0.847160319057996,0.826548742672355,0.85102557412829,0.828587447544614,0,0.824003631975485,0.827150333905951,0,0.828421604292169,0.826254586271589,0,0.826548742672355,0.825516571977091,0.849614943970719,0.824013716593932,0.827246568587935,0,0.825546933430232,0.825946313272755
