"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Retinoid metabolism and transport",0.748157778203774,0.709301660203253,0.753048041087194,0,0.751379979637006,0,0,0.710018566170163,0,0.712794793784277,0,0,0.711664652182539,0.713418902457132,0,0,0,0,0,0.75369660727212,0,0,0,0,0.710855395055143,0,0.708831799611495,0.706980827728347,0,0.75155958806255,0,0,0.745217527553202,0,0.710001593771442,0,0.747912432189846,0.745699847304489,0,0.745092110970453,0.752183000518765,0,0.713342925079994,0.712007682286472,0,0,0,0,0,0.747107432829329,0,0,0.70933381221828,0.749857026597162,0,0.748601945330203,0.715218143122271,0.706387109738204,0.708906632883237,0.710612922048735,0.709531632825169,0.754367542231647,0.750118919804772,0.74938791508044,0,0.711370936736306,0.748866829414761,0.709358902703784,0.750719060152296,0.71080672823983,0.753144215859804,0,0.710074057757896,0.70827255035051,0.751613957020676,0,0.704386377284865,0.744986569945011,0,0,0,0.752184139423678,0.74904653385628,0.755373946791593,0,0.710472556018129,0.708704818897592,0,0,0.704394709573749,0.710298319785732,0,0,0,0,0,0,0.707715066260593,0.747781296010829,0,0.708389833476568,0,0,0.708500205426585,0,0.751217154921339,0.716032601013082,0.709531632825169,0.70926806129563,0,0.755237770628034,0.711576999382805,0.748021402295818,0.707572821865449,0.749649996202732,0,0,0,0.710197553383666,0,0,0,0,0.749574825860018,0.712101954515646,0,0.751217154921339,0,0.704394709573749,0.748125792328132,0,0,0,0.751942263031123,0,0,0,0,0.749038547800497,0.708760013455358,0.745736346119845,0.787366433897129,0,0,0.751970632541768,0,0,0.74875493585781,0.751971139853001,0.70950276936667,0.71059533526699,0,0.712696148367947,0,0.748021402295818,0.708610825427732,0,0.74853619627189,0,0.707393705088196,0.71174013319299,0,0.748031589263578,0.709883509274881,0.752077311686739,0.668659512556481,0,0,0,0,0,0.704369808413603,0.709485449082475,0.709954143296665,0.757234632367375,0.754997702455251,0,0.710305383701281,0.704394709573749,0.707977771825303,0.750593593981731,0.751970632541768,0.711510080471887,0,0,0.704378076981823,0,0,0,0,0,0.710152070138242,0.7074292735811,0.704394709573749,0.753782868128717,0,0.712164055421722,0.751217154921339,0.711688718003782,0,0.754357916450663,0.751847306259528,0.709014126742329,0.711753138801212,0.709104854560214,0.71113828700928,0.708210353667815,0.708831799611495,0.708831799611495,0.708831799611495,0.708831799611495,0.708831799611495,0,0,0,0.705689178647033,0,0,0.710428871761777
"Transcriptional regulation of pluripotent stem cells",0.690004247074127,0.765142698642699,0,0,0.764319608966785,0,0,0.763975717463636,0,0,0,0,0.769255128950741,0,0,0,0,0,0,0.697236077592764,0,0,0,0,0.767364715154562,0.773409627797032,0.76331405683605,0.763045921883522,0,0.824418083727205,0,0,0.761566406829962,0,0,0,0.689579033062938,0.762315263478395,0,0.76137168322272,0.765566390846504,0.770520700357614,0.700961284339825,0,0,0,0,0,0,0.688329179368375,0.774376162058532,0,0.765192618328032,0.82689245630204,0.765166369784786,0.689622822943533,0.646287763444083,0.761061139929396,0.76677717907788,0.695657595848328,0.767747563061818,0.81810176572295,0.763424635945201,0.761226700614368,0,0.695729280000087,0.760795267010291,0,0.766124404944767,0.768774321293674,0.766177309142847,0,0.636177594217441,0.75165738054918,0.764682885649683,0,0.759758964608284,0.761207818694316,0.765926987666618,0.772382869565177,0,0,0.76304697508199,0,0,0.76740426313837,0,0,0,0.759771901440978,0.765518088914407,0,0,0,0,0,0,0.750819078602035,0.689375429127489,0,0.766263423474,0.692849977238053,0,0.691191726727116,0,0.765093563181118,0.656301315006642,0,0,0.694978512430703,0.824295549440537,0.764745344691773,0.689748221631558,0.761839698479573,0.761633611569877,0,0,0,0.694934226202807,0.768540283237691,0,0,0,0.759680512875208,0.767749749810231,0,0.764066804949262,0,0.759771901440978,0.759412390139188,0,0,0,0.764165860096176,0,0,0.764335535930382,0,0.765802062127944,0.764745344691773,0.762371932069027,0.820192700322243,0,0,0.766263423474,0.762330693295464,0,0.821322630158113,0.767969638890972,0.765454943649635,0,0,0,0,0.689748221631558,0.762970969110114,0.771605436863353,0.689520740001015,0,0.765454943649635,0,0,0.689764038065603,0,0.764520818233843,0,0.765954739387999,0,0,0,0,0.759733239538207,0.695015764784673,0.766263423474,0.773409627797033,0,0,0,0.759771901440978,0.764596892339852,0.763098655181224,0.765236665242144,0.769122413388655,0.774436386028888,0,0.759746077437273,0,0,0,0,0.764495441091169,0.766906672108266,0.763159859895509,0.759771901440978,0,0,0.76800712433361,0.765093563181118,0,0,0.768943196898997,0.764018428833963,0,0,0,0.76677717907788,0,0.76331405683605,0.76331405683605,0.76331405683605,0.76331405683605,0.76331405683605,0,0,0,0.758754640371672,0.703757786302124,0,0.765866065442087
"Peptide hormone metabolism",0.752422196045838,0.729847625503746,0.731356929898949,0,0.729517849519524,0,0.730069359550846,0.70278980590329,0,0,0.702944386598267,0,0.704905034863416,0.706135336331186,0,0.68324379065835,0,0.731348975453479,0.703064286348623,0.731255917703702,0,0,0.703782649792192,0.706540179830216,0.70427910449931,0.705065187832888,0.753082067470197,0.704586180351317,0,0.729218200515169,0,0,0.728117785951636,0.702219015996619,0.731518627102346,0,0.752269574966594,0.703115189946427,0,0.728336744784387,0.72960600335883,0,0.706385238048638,0,0,0,0,0,0,0.751768813331113,0.707761225776231,0.731728608551409,0.729867626135323,0.704126753062196,0,0.752698496708382,0.757345725752964,0.701786254757545,0.703189368587458,0.730029537093883,0.703208023529836,0.727217816916569,0.729972030289804,0.727867279548532,0.683928014659413,0.730574039002923,0.727304361715516,0.731107731894124,0.703625260911541,0.730360992201575,0.705427555362219,0.731861392182992,0.680221415608655,0.753704839694834,0.728971560572855,0,0.701265009377618,0.727974115390793,0.729027618422719,0.704653810778386,0,0.679419475078776,0.752485511555526,0.704287112076235,0.682832413603848,0.704163473994899,0,0,0,0.701270192599883,0.703973414957804,0.729539611326695,0,0,0.682327951319804,0,0,0.728693517062211,0.752187999786915,0.703803657070091,0.729588297750831,0.75358009903979,0,0.729181924372982,0,0.72982793907628,0.707052872667881,0.730891280591056,0.729750466002347,0.730036690612244,0.729699394782624,0.703107417347941,0.752337361416076,0.703394546354055,0.728441688001399,0.705393775462669,0,0,0.730448067666746,0,0.680288067956575,0.730620950290138,0,0.728546219605561,0.703535741276236,0,0.729594626740649,0,0.701270192599883,0.702305771546584,0.731370318704354,0,0,0.727340527556602,0,0,0.705072227927326,0.702091049778545,0.729403450465742,0.703098161826186,0.728440524635284,0.752845415591921,0,0,0.730296650859183,0.729017954172553,0,0.727977987841832,0.731688609757879,0.679645320057848,0.731887972690612,0.70349634407997,0.679884234788283,0,0.752337361416076,0.779687684077517,0,0.752657596544249,0,0.702257485228651,0.70569169030803,0,0.752343698368485,0.729912597181786,0.70476387200443,0,0.703495153833043,0,0,0.73091386728317,0.731921180450777,0.701254702468721,0.730069359550846,0.727945034250667,0.706132753582523,0,0,0.703360384421604,0.701270192599883,0.728906084534065,0.702517379654746,0.729692701905315,0.704113398485907,0.733159821948608,0,0.701259846052614,0,0.705444578774651,0.704244421709685,0,0.704546218264611,0.703964111062166,0.7048651426582,0.701270192599883,0,0,0.731187847324007,0.72982793907628,0.703885266659766,0.732809295276148,0.730661965596002,0.727281458306891,0,0.755751079353134,0,0.703607358691541,0.731011024994829,0.753082067470197,0.753082067470197,0.753082067470197,0.753082067470197,0.753082067470197,0,0,0,0.726438431677176,0.704843871942633,0.73106521305994,0.730137446898913
"Neurexins and neuroligins",0.942118233152653,0,0,0,0.911846703198655,0,0,0.913033123221537,0,0,0,0,0.915551601016429,0,0,0,0,0.91567417998011,0.913071119649177,0.884100786529334,0,0,0,0,0,0,0.911367017021692,0.912082500642958,0,0,0,0,0.940402722918582,0,0,0,0.910399630338069,0.940759955698266,0,0.940309832435963,0.91156832873272,0,0.915829392190641,0.886527960102641,0,0,0,0,0,0.909803403128974,0,0,0,0,0,0.910403246917429,0.887691541420685,0.911642760144251,0.913508858835371,0.884237020934704,0.913971768483924,0.881685726580872,0.912263161490721,0.910093478441321,0,0.884842086826283,0.910377470674068,0.915236984484525,0.913551052819773,0,0,0.914849031702837,0,0.911199340870308,0.912019999836266,0,0.910160906635654,0.940231662894308,0,0,0,0.916182983982042,0.911239608982243,0,0,0.914668668427983,0,0,0,0.910167077991298,0,0,0,0,0,0,0,0.910799439319831,0.910302503604978,0,0.912773975809583,0.880796865097014,0,0.911380956966491,0,0.882868098987277,0,0.913971768483924,0,0.88315726580009,0.911643486531581,0.913400264348752,0.910480339647101,0.910663692647078,0.910287590267696,0,0,0,0.883891946413767,0,0,0,0,0,0.884374861468182,0,0.912215908460988,0,0.910167077991298,0.909828617475336,0,0,0,0,0,0,0,0,0,0.913400264348752,0.94078698874684,0.939343662781773,0,0,0.913617369885569,0,0,0.909629947117023,0.885709359966431,0,0,0,0,0,0.910480339647101,0.911203351275694,0.884618914729049,0.910354549515343,0,0.912388300533038,0.914137821502131,0,0.910487884680867,0.912882308752973,0,0,0,0,0,0.884407649448731,0.886514366206328,0.910148634809918,0,0.912773975809583,0,0,0,0.914544851330975,0.910167077991298,0.912468780078556,0.911264262332844,0.913127567600984,0,0,0,0.910154758970501,0,0,0,0,0,0.914431298796289,0.912414644533165,0.910167077991298,0,0,0.914956255886797,0.913059302536974,0.945256149675478,0.916609026717936,0.913774537323484,0,0,0.914544851330975,0,0,0.913836549876394,0.911367017021692,0.911367017021692,0.911367017021692,0.911367017021692,0.911367017021692,0,0,0.915565077789705,0.910282439562432,0,0,0.913074223371556
"Drug ADME",0.692054564386499,0.671223153452677,0.756809399699874,0,0.692894032380088,0,0.755631294391091,0.73434335295951,0.694976717124116,0,0,0.695211298534678,0,0.75788815747171,0.695211298534678,0.738932368563781,0.694976717124116,0,0,0.713288911240168,0.695211298534678,0.694976717124116,0,0.696636242084417,0.756069001450022,0.716282257033164,0.712343405583159,0.693050466150431,0,0.774215523857344,0,0,0.734413707242304,0.735989738620726,0,0,0.711701617684453,0.712762043751173,0,0.712463421010585,0.73580026018221,0,0.715400196807407,0.756746446878216,0,0,0,0,0.758233504285472,0.711306066025376,0.758847500913799,0.695199839311551,0.671238951953285,0.756626524145064,0.735731070881392,0.692272814303684,0.695351951871479,0,0,0.712422089778764,0.694303852472853,0.755052109346155,0.756518802116624,0.711208157885769,0.739472837161262,0.713498339972283,0.81265194854135,0,0.736301806344903,0.73487415047263,0.713972984576558,0,0.853294058288923,0.755111527440297,0.757077802583654,0,0.691775633861553,0.734300221853896,0,0.715957310262315,0,0.673514510939433,0.735241084671237,0.69485654367113,0.738607421792932,0,0.693486960633776,0,0,0.691779728089268,0.756180455592324,0.755212846223122,0,0,0.757908557514624,0,0,0.71217396890876,0.711637181442986,0,0.713686604217337,0.692969192061336,0,0.712559761885682,0,0.73588878553541,0.758612919503239,0.715122358368689,0.755289034989325,0.713419235245881,0.7551547657547,0.714102099295305,0.711755162206749,0.734945789430013,0.754255231133443,0.737602787954293,0,0.757329988342356,0.755322089909954,0,0,0.756301577374214,0,0.754428166016879,0.69379530432653,0,0.755115649566549,0,0.691779728089268,0.832742648587563,0.7758251168404,0,0,0.774403558439893,0,0,0.713692311405075,0,0.755899402339277,0.736761297780301,0.712779978134325,0.735927452705833,0.718335051767391,0,0.736259021013171,0.755035370602612,0,0.754538847879086,0.737358529467362,0.736003154636771,0,0,0,0,0.711755162206749,0.754443894456343,0,0.692240507260506,0,0.736089936325933,0.693586414580214,0,0.711760167766003,0.735289108848757,0.713448741034971,0,0.736573057637026,0,0,0,0.673604876299721,0.691767492433326,0.735898727219885,0.755646938424025,0.735936985143942,0.757606349303266,0,0,0.691779728089268,0.735372790354559,0.7347517371647,0.712954284282761,0.75662527492081,0,0,0.691771555350688,0,0,0.755408549299246,0,0.713698105898219,0,0.755408549299246,0.691779728089268,0.75661094268158,0,0.694956985405411,0.73588878553541,0.694539125941986,0,0.734523456376889,0.774356899634449,0.75435302213171,0.69468404959818,0.754180495117177,0.755973424350877,0,0.712343405583159,0.712343405583159,0.712343405583159,0.712343405583159,0.712343405583159,0,0,0,0,0.714492750745584,0.736952890051029,0.755919658003764
"Synthesis, secretion, and deacylation of Ghrelin",0.733503269551167,0.668248716228482,0.587843142276563,0,0.667277764792309,0,0.66890156240826,0.583388347663722,0,0,0.520867493445255,0,0.589616165015294,0.592753302617081,0,0,0,0.672669104490932,0,0.672731944907095,0,0,0,0,0,0,0.736657320479108,0.581037600795244,0,0.654486352481126,0,0,0.665241178454204,0.581224357009496,0.673168605728124,0,0.663699370935341,0.666124561467697,0,0.665011474241357,0.583851195942404,0,0.67591514904384,0,0,0,0,0,0,0.732790738152282,0.597540369496585,0.589811846119346,0.668307603603194,0.586839479588699,0,0.734316774894028,0,0.579950188583951,0.584564770388831,0.584809311214517,0,0.660155726794006,0.668307603603194,0.577568649343211,0,0,0.576785643409562,0.587983814028111,0.593128430707308,0.586472142307241,0,0,0,0.665152663342536,0.590216746015119,0,0.578211717520451,0.664818172704662,0,0,0,0,0.736342259532204,0,0,0.587432805326459,0,0,0,0.578226978356119,0.586388009925043,0.667341837553634,0,0,0,0,0,0.664163766867042,0.663459191111295,0.585855491021706,0.669570770697575,0.581497325410725,0,0.580752390377217,0,0.668190753957316,0.597540369496585,0,0,0.583955993748928,0.667462176348559,0.584296232532584,0.663898952935326,0.578291767582947,0.579211922970653,0.590569942928246,0,0,0.670016583533555,0,0,0,0,0.664417018390125,0.585101159331244,0,0.668190753957316,0,0.578226978356119,0,0,0,0,0.655187233102384,0,0,0,0.580847589175672,0.66902652931701,0.584296232532584,0.666191410136889,0.662622281789818,0,0,0.669570770697575,0.583331024467565,0,0.662743987382809,0.587608491755597,0,0.674256060990268,0.58776957912386,0,0,0.663898952935326,0.736252599669239,0,0.734196353532241,0,0.581793797997147,0,0,0.663917610670687,0.584465007866095,0,0,0,0,0,0.585327436268014,0.591065766748501,0.578181371138438,0.66890156240826,0.593292422851254,0.601722388083093,0,0,0,0.578226978356119,0.582755477705652,0.588347920668875,0.669570770697575,0.589257238205355,0.679211943418702,0,0.578196515267808,0,0,0,0,0,0.586845825876414,0.581858942753013,0.578226978356119,0,0,0.67375601409558,0.668190753957316,0,0,0.672731944907095,0.655013316942369,0,0.673949879904721,0,0.587701907990618,0.670112769897547,0.736657320479108,0.736657320479108,0.736657320479108,0.736657320479108,0.736657320479108,0,0,0,0.658211109487928,0,0,0.670313237825941
"Neurotransmitter release cycle",0.776518005748368,0,0,0.742755878947634,0.778113977521865,0,0,0.779610388722677,0,0,0,0,0.782786901516281,0,0,0.785615164920849,0,0.782379706221421,0,0,0,0,0,0,0,0,0.777508957584374,0.778411384789082,0,0.735399208355248,0,0.741225198240356,0.814481568047928,0.781246268072584,0,0,0.776288809372971,0.814932139618288,0,0.814364406877382,0.738060005670887,0.741040911323715,0.783137274753888,0,0.74263932994264,0,0,0,0,0.775536798232978,0,0,0,0.740601805022659,0.738437100474736,0.776932936049529,0.747619162924687,0.777856747649599,0.780210425882735,0.77796554812613,0.780794285873042,0.777395090522614,0.778639249213929,0.771441128181923,0.786642687867083,0.744025194777629,0.77179932270817,0.81897167371381,0.779199885965998,0.739990151129583,0.73980293032805,0.740222134152113,0.740493490397778,0.779061975473976,0.779746685297194,0,0.775987711266649,0.814265812976876,0.738276969325874,0,0,0.783583254008252,0.777348260012157,0,0.784997385710535,0.781673273804821,0,0.703806573586097,0,0.775995495091544,0.739406291139277,0,0,0,0,0,0,0.739273851161406,0.776166305092454,0,0.779283530542242,0.776276262027313,0,0.740007309382904,0,0.738501323569432,0,0.780794285873042,0,0.737605818816646,0.735325482007111,0.780073457521625,0.776390606638456,0.778035998330943,0.777912000096131,0.783087405507105,0,0,0.736010584150755,0,0.74234600110484,0.780120915498583,0,0.736468491601169,0,0,0.77857964977899,0.74216723698857,0.775995495091544,0.771107063593907,0.781692247326948,0,0,0.735756694153969,0,0,0.739269322778167,0,0.739837201715962,0.780073457521625,0.814966235938224,0.775739437537309,0,0,0,0.7787773990197,0,0.777833424672018,0.741295557355088,0,0,0.78219541930478,0,0,0.776390606638456,0.777302528789531,0.739450006517161,0.776871514852544,0,0.778797084939027,0.781003725693325,0,0.776400123059977,0,0.738806253979219,0,0.781129712619201,0.744424421421341,0,0.778229819020444,0.746391732648742,0.775972233023588,0.736677423440795,0.779283530542242,0,0,0,0.78151710542664,0.775995495091544,0.778898592407737,0.777379354859905,0.742701660248364,0.740199590949867,0,0,0.775979957322163,0,0,0.737268608898064,0,0,0.781373883564646,0.77883031217399,0.775995495091544,0.780069506543275,0,0.782036002927967,0.77857964977899,0.780299725399629,0,0.780895894834977,0.735667987810139,0,0.78151710542664,0,0.739406291139277,0.780974110203039,0.777508957584374,0.777508957584374,0.777508957584374,0.777508957584374,0.777508957584374,0,0,0,0.776140998660144,0,0.781851838794396,0.779662227636094
"Assembly of collagen fibrils and other multimeric structures",0.822206735716328,0,0.863282048411028,0,0.821854472839345,0,0,0.825018953885509,0,0,0,0,0.792916108606124,0,0,0.830880036474241,0,0,0,0.86065699246918,0,0,0,0,0,0.826572060703876,0,0.789027381919623,0,0.822568133430301,0.788702964375066,0,0.859355248713475,0,0.862399760876462,0,0.858107286623792,0.821496048454658,0,0.82099147777238,0.8243557280559,0,0.826318912405754,0.859831035370695,0,0,0,0,0,0.821334690632745,0,0,0,0,0,0.822575503712376,0,0.860049836144352,0.790626274015615,0.86190679032463,0.824236588430055,0.859639539829277,0.857330419040365,0.858624544680181,0.831793244250862,0.824234527755377,0,0,0.857828683184952,0.825729570066413,0,0,0,0.825055910028708,0.860472707177074,0.788588790419913,0.786873349723274,0.859163497074787,0,0.826023011379809,0,0.827659207373292,0.893679771427919,0.825334779459433,0.830330987150174,0.79192637549107,0,0,0,0.786880267573091,0,0,0,0.79224282196303,0,0,0,0.859415899386687,0.821894162868004,0,0.863411761086312,0.86040544263402,0,0.860067758066975,0,0.859435508042279,0,0,0,0,0.859812994181741,0.790504543816815,0.82209351015934,0.858201365969602,0.85884213649308,0.828633498270381,0,0,0.861519975198535,0,0,0,0,0,0.790869423095251,0,0.857277450230599,0,0.786880267573091,0,0,0,0,0,0,0,0.862019930049373,0.788941248245407,0.823211742155869,0.790504543816815,0.821526351451427,0.859510986046374,0,0,0.859908417793646,0.858427341506761,0,0.858223253508738,0.895010993455453,0.892873533862981,0.862892712399561,0,0.86359442377985,0,0.82209351015934,0,0,0.82252091581734,0.791985803565856,0.789370171710999,0.859398476169933,0,0.822101967848942,0,0,0,0.826893604892796,0,0,0.862141660248173,0.863229064462194,0.786859593483588,0.823688650971254,0.863411761086312,0.829781937826106,0,0,0,0.786880267573091,0.860975772386117,0.823036129578905,0.824386891032612,0,0.830330987150173,0,0.786866458429576,0,0,0,0,0,0.791660293359693,0.78939970231124,0.786880267573091,0,0,0.825340160544991,0.859282845986056,0.824634120428484,0,0.862201819292751,0,0.859662787073194,0,0.893092215996316,0.824661617018045,0.861563577189607,0,0,0,0,0,0,0,0,0.858524969643178,0,0.827535392252686,0.822990492006615
"Receptor-type tyrosine-protein phosphatases",0.590375161388498,0,0,0,0.595249637430336,0,0,0.60041324712214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589243760522976,0,0,0,0.589900467057615,0.590176950542831,0,0.668988378700289,0.598867673633974,0,0,0,0,0,0,0,0,0.58834295802503,0,0,0,0,0,0.591234533886567,0,0,0,0,0,0.669893542716879,0,0.588637101549416,0,0,0.59056824668943,0.598543330382982,0,0,0,0,0,0.58506038374602,0,0,0,0.588796904812842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669372373722072,0.589646745386101,0,0.59767192786787,0,0,0.590850360671911,0,0,0,0,0,0,0.595444446500932,0,0,0.589400990727937,0,0,0,0,0,0,0,0,0,0,0.677860104790334,0,0.672346912944151,0,0,0.589134491567979,0,0,0,0,0,0,0,0,0,0,0.590247568281657,0.666464478515166,0,0,0,0,0,0.591739733976845,0,0,0,0,0,0,0,0,0,0.591107322913207,0,0,0,0,0,0,0,0,0,0,0,0,0.60446423412383,0,0,0.59767192786787,0,0,0,0,0,0.593020209378794,0.595792497230987,0.673804737952752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597872831189864,0,0,0,0,0.600728921445525,0,0,0.594390022615751,0,0,0,0,0,0,0,0,0.587255065104075,0,0,0.598456256866366
"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",0,0.598797623358952,0.604481509447367,0,0.597270386378781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59503065311054,0,0,0,0,0,0,0,0,0,0.602016973163782,0,0,0.592809010634691,0,0,0,0,0,0,0,0.599583781199096,0,0,0,0,0,0,0,0,0,0,0,0.598890248976439,0.606608153699261,0,0,0,0,0,0,0,0.599282601072599,0,0,0,0,0,0,0.589800404891074,0.722576805635211,0,0,0,0,0.714985176192701,0,0.590713286059991,0.592143652925276,0,0,0,0,0,0,0,0,0,0,0,0.590737290260111,0,0,0,0,0,0,0,0.594277433476012,0,0,0,0,0,0.596539313485725,0,0,0,0,0,0,0.601789611675217,0,0,0.592668930286672,0.596515696649349,0,0,0,0,0,0,0,0,0,0,0,0.598706452863003,0,0.590737290260111,0,0,0,0,0.603119408119426,0,0,0,0,0.604250226711614,0,0,0.58994764547015,0,0,0,0,0,0.596273381305614,0,0,0,0,0,0,0,0,0,0,0,0.599376991725999,0,0,0,0,0,0,0,0,0,0,0,0.590665553377286,0.60172964610526,0.590058352773287,0.618366010154063,0,0,0,0.590737290260111,0.598432054725772,0.584186147943316,0,0.610411114620804,0,0,0.590689374006769,0,0,0,0,0,0,0,0.590737290260111,0,0,0.598546583028377,0,0,0,0.610078579711824,0.602845850471609,0,0,0,0.60796469172896,0,0,0,0,0,0,0,0,0,0.591186002406916,0,0,0.606274126923641
"LGI-ADAM interactions",0.681783414890899,0,0,0,0.68479885963816,0,0,0,0,0,0,0,0,0,0,0,0,0.626813696910501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616572496528551,0,0,0,0.611072583298851,0.617423810879888,0,0.61635113106196,0.686216224776619,0,0,0,0,0,0,0,0,0.679929511772191,0,0,0,0,0,0.682567388278081,0,0,0,0,0,0.613162801770808,0.68579131313328,0.681282783132336,0,0,0.61168177368023,0.624604586888139,0,0,0,0.692615647780587,0,0.682651941150241,0.614934053708999,0,0,0.616164846777782,0.602672384568407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682965144498753,0.610841122507791,0,0.757684561378798,0,0,0.684350947667755,0,0,0,0,0,0,0.684976576666889,0,0.611264920052287,0.681979650658424,0,0,0,0,0,0,0,0,0,0.59925542898933,0,0,0,0,0,0.610373812509166,0,0,0,0,0,0,0,0,0,0,0.617488232801729,0.68031238046447,0,0,0,0.600593925042622,0,0.681596905997219,0,0,0,0,0,0,0.611264920052287,0,0,0.682451338465111,0,0,0,0,0.611282900472595,0.687928789329902,0,0,0,0,0,0.618135934409154,0,0,0,0.687008624604249,0,0,0,0,0,0.617419014034259,0.68341085636391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620430398379914,0.696809856990507,0,0,0,0.691228762932895,0,0,0.621267238951966,0,0,0,0,0,0,0,0,0.681071093994788,0,0,0.617446352904788
"Voltage gated Potassium channels",0,0,0,0,0,0,0.757239695023445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754452601264428,0.75842088610709,0,0.758244746059335,0,0,0.808715849589679,0,0,0,0.752794564801751,0.809328122824784,0,0.808556641477944,0,0,0,0,0.816340102925968,0,0,0,0,0.751772671003279,0,0,0,0,0,0,0,0,0,0,0,0,0.810841190486552,0,0,0,0,0,0,0,0,0.815749315722996,0,0,0.810424427576501,0,0.755127401728498,0.808422664080354,0,0,0.867674987227544,0,0,0,0,0,0,0,0,0.755137979021793,0,0.756158648899591,0,0,0,0,0,0.753955926421401,0.752628096038339,0,0.811716692269518,0,0,0.75495260900777,0,0,0,0,0,0,0.753087952799665,0,0.752932895191778,0.755989143526249,0,0,0.767565829921302,0,0,0,0,0,0,0.754131455186348,0,0,0,0,0.755137979021793,0,0,0,0,0,0,0,0,0,0,0,0.80937445567285,0.751827945221466,0,0,0,0,0,0,0,0,0,0,0,0,0.752932895191778,0.754172089056487,0,0,0,0,0,0,0.75294582687805,0.755211211728709,0,0,0,0,0,0,0,0.755106368635032,0,0.811716692269518,0,0,0,0.814751855183207,0.755137979021793,0.811193607076326,0,0,0,0,0,0.75511686503913,0,0,0,0,0,0,0,0.755137979021793,0,0,0,0,0,0.761598558563874,0,0,0,0.757584583574834,0,0,0,0.754452601264428,0.754452601264428,0.754452601264428,0.754452601264428,0.754452601264428,0,0,0,0,0,0,0
